oli_seqid,cust_seqid,parent_cust_seqid,subid,odbid,order_seqid,oli_unit_monthly_net,oli_qty,order_bridge,focus_list,order_util,sku,sku_family,sku_arr,sku_base,sku_fee,sku_active,sku_subscription,sku_perpetual,sku_maint,sku_host,sku_ondemand,sku_onprem,sord,oli_start_dt,oli_end_dt,oli_mbg_dt,rep_supercede_dt,mbg_cancel_dt,non_renew_dt,oli_mct_dt,arr_odb,seats_odb,start_month,oli_start,end_month,ca_account_id,ca_account_name,end_user_ca_account_id,end_user_ca_account_name,geo,operating_area,sales_region,territory,account_segment,currency_code
31027,38555,7000328,38555,7000328,40246794,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41571,41579,42674,,,,,,9923,25,42644,41548,42644,N097781,Radian Group Inc,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Silver,USD
31028,5446,7000119,5446,7000119,40246796,,24,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41699,41699,42794,,,,,,8467,24,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31029,46252,7000227,46252,7000227,40246797,,75,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41577,41579,42674,,,,,,30870,75,42644,41548,42644,NR48936,"Yum Brands, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31030,46252,7000227,46252,7000227,40246797,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41577,41579,42674,,,,,,0,0,42644,41548,42644,NR48936,"Yum Brands, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31031,46252,7000227,46252,7000227,40246797,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41577,41579,42674,,,,,,0,0,42644,41548,42644,NR48936,"Yum Brands, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31032,37004,37004,37004,37004,40246798,,8,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,41684,41730,42825,,,,,,2940,8,42644,41671,42795,L105080,Cooperforte-cooperativa de Trabalho nos Transportes Viarios,,,LA,BRAZIL,BRAZIL - COMMERCIAL,BRAZIL - COMMERCIAL,Commercial,USD
31033,48925,48925,48925,48925,40246799,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41618,41640,42735,,,,,,0,0,42644,41609,42705,N122649,"Pics Auditing, LLC",,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31034,48925,48925,48925,48925,40246799,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41618,41640,42735,,,,,,22050,50,42644,41609,42705,N122649,"Pics Auditing, LLC",,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31035,3014,7000156,3014,7000156,40246800,,500,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41757,41760,42855,,,,,,205800,500,42644,41730,42826,N116647,WOLTERS KLUWER,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31036,3014,7000156,3014,7000156,40246800,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41757,41760,42855,,,,,,0,0,42644,41730,42826,N116647,WOLTERS KLUWER,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31037,7861,7861,7861,7861,40246801,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41747,41760,42855,,,,,,0,0,42644,41730,42826,N118717,Lytx Corp,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
31038,7861,7861,7861,7861,40246801,,150,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41747,41760,42855,,,,,,67032,150,42644,41730,42826,N118717,Lytx Corp,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
31039,38555,7000328,38555,7000328,40246802,,100,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41662,41699,42674,,,,,,39690,100,42644,41640,42644,N097781,Radian Group Inc,,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Silver,USD
31040,-281,-281,-281,-281,40246803,,1,0,0,0,ACSFSB990,UE,1,0,0,1,1,0,0,0,0,1,41674,41671,42766,,,,,,1938,0,42644,41671,42736,AR49693,DEPT OF DEFENCE,,,APJ,ANZ,AUSTRALIA,AUS Federal,Platinum,USD
31041,-281,-281,-281,-281,40246803,,50,0,0,0,ACULTE990,UE,1,1,0,1,1,0,0,0,0,1,41674,41671,42766,,,,,,22785,50,42644,41671,42736,AR49693,DEPT OF DEFENCE,,,APJ,ANZ,AUSTRALIA,AUS Federal,Platinum,USD
31042,5133,7000098,5133,7000098,40246804,,179,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41670,41640,42916,,,,,,53725,179,42644,41640,42887,NR50216,"Lexmark International, Inc",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31043,5133,7000098,5133,7000098,40246805,,753,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41670,41640,42916,,,,,,225848,753,42644,41640,42887,NR50216,"Lexmark International, Inc",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31044,5133,7000098,5133,7000098,40246806,,824,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41670,41640,42916,,,,,,247091,824,42644,41640,42887,NR50216,"Lexmark International, Inc",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31045,3433,3433,3433,3433,40246807,,60,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41808,41821,42916,,,,,,28930,60,42644,41791,42887,N121373,Cast and Crew,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
31046,5446,7000119,5446,7000119,40246808,,15,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41712,41730,42794,,,,,,5292,15,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31047,5446,7000119,5446,7000119,40246809,,185,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41712,41699,42794,,,,,,65268,185,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31048,5446,7000119,5446,7000119,40246810,,225,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41712,41699,42794,,,,,,79380,225,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31049,49775,7000177,49775,7000177,40246811,,300,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41712,41730,42825,,,,,,98643,300,42644,41699,42795,N111970,Dell Inc,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31050,49775,7000177,49775,7000177,40246811,,1,0,1,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41712,41730,42825,,,,,,0,0,42644,41699,42795,N111970,Dell Inc,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31051,5446,7000119,5446,7000119,40246812,,1,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41712,41730,42794,,,,,,353,1,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31052,5446,7000119,5446,7000119,40246813,,12,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41717,41730,42794,,,,,,4234,12,42644,41699,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31053,8210,8210,8210,8210,40246814,,75,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41729,41730,42735,,,,,,25358,75,42644,41699,42705,N099461,Scientific Games,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
31054,13601,13601,13601,13601,40246815,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,10437,25,42644,41821,42917,N105255,"Vendavo, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
31055,13601,13601,13601,13601,40246815,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,10437,25,42644,41821,42917,N105255,"Vendavo, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
31056,13601,13601,13601,13601,40246815,,200,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,83496,200,42644,41821,42917,N105255,"Vendavo, Inc.",,,NAmer,NA_WEST,NA_WEST,NA_WEST_NORCAL,Commercial,USD
31057,5954,5954,5954,5954,40246816,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41759,41760,42855,,,,,,0,0,42644,41730,42826,N097008,"Dex Media, Inc",,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Silver,USD
31058,5954,5954,5954,5954,40246816,,550,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41759,41760,42855,,,,,,194040,550,42644,41730,42826,N097008,"Dex Media, Inc",,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Silver,USD
31059,46252,7000227,46252,7000227,40246817,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41767,41760,42674,,,,,,24402,50,42644,41760,42644,NR48936,"Yum Brands, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31060,14188,14188,14188,14188,40246818,,6,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41779,41791,42766,,,,,,2858,6,42644,41760,42736,N122530,"Ingo Money, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31061,5446,7000119,5446,7000119,40246819,,3,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41793,41791,42794,,,,,,1058,3,42644,41791,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31062,5446,7000119,5446,7000119,40246820,,1,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41813,41821,42794,,,,,,353,1,42644,41791,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31063,54457,54457,54457,54457,40246821,,200,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41821,41821,42916,,,,,,82320,200,42644,41821,42887,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31064,54457,54457,54457,54457,40246821,,100,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41821,41821,42916,,,,,,41160,100,42644,41821,42887,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31065,54457,54457,54457,54457,40246821,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41821,41821,42916,,,,,,0,0,42644,41821,42887,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31066,54457,54457,54457,54457,40246821,,100,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41821,41821,42916,,,,,,41160,100,42644,41821,42887,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31067,54457,54457,54457,54457,40246821,,100,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41821,41821,42916,,,,,,41160,100,42644,41821,42887,NR50342,Invesco Ltd.,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31068,54142,7000306,54142,7000306,40246822,,3,0,0,0,AGCEEE990,EE,1,1,0,1,1,0,0,0,1,0,41820,41760,43585,,,,,,1260,3,42644,41791,43556,N118350,En Pointe Technologies,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31069,11198,7000037,11198,7000037,40246824,,178,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41844,41852,42947,,,,,,74311,178,42644,41821,42917,N108405,Hewitt Investment Group LLC,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31070,11198,7000037,11198,7000037,40246824,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41844,41852,42947,,,,,,0,0,42644,41821,42917,N108405,Hewitt Investment Group LLC,,,NAmer,NA_SE,NA_SE,NA_SE_GULFCOAST,Commercial,USD
31071,5893,5893,5893,5893,40246825,,235,0,0,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,41849,41791,42886,,,,,,28200,235,42644,41821,42856,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31072,5893,5893,5893,5893,40246825,,235,0,0,0,ACNHST990,UE,1,0,0,1,0,1,0,1,1,0,41849,41791,42886,,,,,,28200,0,42644,41821,42856,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31073,48925,48925,48925,48925,40246826,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41849,41852,42735,,,,,,4557,10,42644,41821,42705,N122649,"Pics Auditing, LLC",,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31074,39236,7000213,39236,7000213,40246827,,220,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,78586,220,42644,41821,42917,E136256,RADWARE LTD.,,,EMEA,STH,ISRAEL,ISRAEL,Commercial,USD
31075,39236,7000213,39236,7000213,40246827,,75,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,26791,75,42644,41821,42917,E136256,RADWARE LTD.,,,EMEA,STH,ISRAEL,ISRAEL,Commercial,USD
31076,39236,7000213,39236,7000213,40246827,,75,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41851,41852,42947,,,,,,26791,75,42644,41821,42917,E136256,RADWARE LTD.,,,EMEA,STH,ISRAEL,ISRAEL,Commercial,USD
31077,5446,7000119,5446,7000119,40246828,,2,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41863,41883,42794,,,,,,706,2,42644,41852,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31078,5893,5893,5893,5893,40246829,,49,0,0,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,41899,41913,42886,,,,,,0,49,42644,41883,42856,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31079,5893,5893,5893,5893,40246829,,50,0,0,0,ACNHST990,UE,1,0,0,1,0,1,0,1,1,0,41899,41913,42886,,,,,,6400,0,42644,41883,42856,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31080,5893,5893,5893,5893,40246829,,1,0,0,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,41899,41913,42886,,,,,,6400,1,42644,41883,42856,NR51970,Carestream,,,NAmer,NA_NE,NA_NE,NA_NE_NY,Commercial,USD
31081,5446,7000119,5446,7000119,40246830,,5,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41900,41913,42794,,,,,,1764,5,42644,41883,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31082,49978,49978,49978,49978,40246831,,77,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41918,41944,42766,,,,,,35994,77,42644,41913,42736,E128911,Fourth,,,EMEA,NTH,UKI,UK,Commercial,USD
31083,49978,49978,49978,49978,40246831,,55,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41918,41944,42766,,,,,,25710,55,42644,41913,42736,E128911,Fourth,,,EMEA,NTH,UKI,UK,Commercial,USD
31084,46252,7000227,46252,7000227,40246832,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41921,41944,42674,,,,,,24402,50,42644,41913,42644,NR48936,"Yum Brands, Inc.",,,NAmer,NA_SE,NA_SE,NA_SE_CAROLINAS,Gold,USD
31085,48925,48925,48925,48925,40246833,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41928,41944,42735,,,,,,4557,10,42644,41913,42705,N122649,"Pics Auditing, LLC",,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31086,5446,7000119,5446,7000119,40246834,,6,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41929,41944,42794,,,,,,2117,6,42644,41913,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31087,5158,7000105,5158,7000105,40246835,,250,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41929,41944,42735,,,,,,91140,250,42644,41913,42705,NR48635,Deere & Company.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_MIDWEST,Platinum,USD
31088,5446,7000119,5446,7000119,40246836,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41940,41944,42794,,,,,,3528,10,42644,41913,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31089,56579,56579,56579,56579,40246837,,35,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41942,41944,42674,,,,,,18008,35,42644,41913,42644,N119607,Taskstream,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31090,56579,56579,56579,56579,40246837,,1,0,0,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,41942,41944,42674,,,,,,0,0,42644,41913,42644,N119607,Taskstream,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31091,56514,56514,56514,56514,40246838,,30,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41943,41944,42674,,,,,,14994,30,42644,41913,42644,N122269,Booker Software,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31092,56514,56514,56514,56514,40246838,,30,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41943,41944,42674,,,,,,14994,30,42644,41913,42644,N122269,Booker Software,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31093,56514,56514,56514,56514,40246838,,60,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41943,41944,42674,,,,,,29988,60,42644,41913,42644,N122269,Booker Software,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31094,6872,6872,6872,6872,40246839,,455,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41943,41974,43069,,,,,,160524,455,42644,41913,43040,ER49435,Topdanmark A/S,,,EMEA,NTH,DENMARK,DENMARK,Commercial,USD
31095,73162,7000290,73162,7000290,40246840,,1,0,1,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,41969,41974,42704,,,,,,210295,1,42644,41944,42675,NR48899,Mastercard Incorporated.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31096,73162,7000290,73162,7000290,40246840,,4499,0,1,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,41969,41974,42704,,,,,,0,4499,42644,41944,42675,NR48899,Mastercard Incorporated.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31097,73162,7000290,73162,7000290,40246840,,20503,0,1,0,AGUELA990,UE,1,0,0,1,1,0,0,0,1,0,41969,41974,42704,,,,,,0,0,42644,41944,42675,NR48899,Mastercard Incorporated.,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31098,48925,48925,48925,48925,40246841,,10,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41976,42005,42735,,,,,,4557,10,42644,41974,42705,N122649,"Pics Auditing, LLC",,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31099,48112,48112,48112,48112,40246842,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41982,42005,42735,,,,,,11319,25,42644,41974,42705,N122454,"SOLUTRAN, INC.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_HQ,Commercial,USD
31100,5446,7000119,5446,7000119,40246843,,35,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41978,42005,42794,,,,,,12348,35,42644,41974,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31101,7035,7000173,7035,7000173,40246845,,2500,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41984,42005,42735,,,,,,815115,2500,42644,41974,42705,ER49509,Koninklijke Philips Electronics N.V.,,,EMEA,NTH,BENELUX,NETHERLANDS,Gold,USD
31102,-147,7000019,-147,7000019,40246846,,50,0,0,0,ACCEES990,EE,1,1,0,1,1,0,0,0,0,1,41988,42005,42735,,,,,,16380,50,42644,41974,42705,NR52246,Fidelity Investments,,,NAmer,NA_NE,NA_NE,NA_NE_NEWENG,Platinum,USD
31103,-147,7000019,-147,7000019,40246846,,1,0,0,0,ACSFSB990,UE,1,0,0,1,1,0,0,0,0,1,41988,42005,42735,,,,,,1950,0,42644,41974,42705,NR52246,Fidelity Investments,,,NAmer,NA_NE,NA_NE,NA_NE_NEWENG,Platinum,USD
31104,9479,9479,9479,9479,40246847,,100,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,41995,42005,42674,,,,,,39984,100,42644,41974,42644,E136331,MIDI PICARDIE INFORMATIQUE HOSP,,,EMEA,STH,FRANCE,FRANCE,Commercial,USD
31105,49978,49978,49978,49978,40246848,,50,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42013,42036,42766,,,,,,23373,50,42644,42005,42736,E128911,Fourth,,,EMEA,NTH,UKI,UK,Commercial,USD
31106,7861,7861,7861,7861,40246850,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42025,42036,42855,,,,,,9173,20,42644,42005,42826,N118717,Lytx Corp,,,NAmer,NA_WEST,NA_WEST,NA_WEST_SOCAL,Commercial,USD
31107,5446,7000119,5446,7000119,40246851,,30,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42023,42036,42794,,,,,,10584,30,42644,42005,42767,N098338,SPIRENT COMMUNICATIONS PLC,,,NAmer,NA_WEST,NA_WEST,NA_WEST_HQ,Commercial,USD
31108,28598,28598,28598,28598,40246852,,400,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42026,42036,42766,,,,,,170520,400,42644,42005,42736,NR48685,Motorists Mutual Insurance Company (inc),,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Commercial,USD
31109,49775,7000177,49775,7000177,40246853,,50,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42032,42036,42825,,,,,,16440,50,42644,42005,42795,N111970,Dell Inc,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31110,49775,7000177,49775,7000177,40246853,,150,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42032,42036,42825,,,,,,49321,150,42644,42005,42795,N111970,Dell Inc,,,NAmer,NA_CEN,NA_CEN,NA_CEN_TEXAS-PLAINS,Platinum,USD
31111,-140,7000210,-140,7000210,40246854,,350,0,0,0,ACCEES990,EE,1,1,0,1,1,0,0,0,0,1,42032,42036,42766,,,,,,95550,350,42644,42005,42736,N097053,"RICOH COMPANY,LTD.",,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Silver,USD
31112,-140,7000210,-140,7000210,40246854,,50,0,0,0,ACQMPS990,EE,1,1,0,1,1,0,0,0,0,1,42032,42036,42766,,,,,,13650,50,42644,42005,42736,N097053,"RICOH COMPANY,LTD.",,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Silver,USD
31113,-140,7000210,-140,7000210,40246854,,1,0,0,0,ACSFSB990,UE,1,0,0,1,1,0,0,0,0,1,42032,42036,42766,,,,,,1625,0,42644,42005,42736,N097053,"RICOH COMPANY,LTD.",,,NAmer,NA_NE,NA_NE,NA_NE_NJ-PA,Silver,USD
31114,6872,6872,6872,6872,40246855,,35,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42033,42036,43069,,,,,,12348,35,42644,42005,43040,ER49435,Topdanmark A/S,,,EMEA,NTH,DENMARK,DENMARK,Commercial,USD
31115,3214,7000010,3214,7000010,40246856,,1,0,1,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,42027,42036,42766,,,,,,0,0,42644,42005,42705,NR49147,General Electric Company,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Platinum,USD
31116,3214,7000010,3214,7000010,40246856,,5106,0,1,0,ACNHST990,UE,1,0,0,1,0,1,0,1,1,0,42027,42036,42766,,,,,,70000,0,42644,42005,42705,NR49147,General Electric Company,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Platinum,USD
31117,3214,7000010,3214,7000010,40246856,,5106,0,1,0,AGCUEP990,UE,1,1,0,1,0,1,1,0,1,0,42027,42036,42766,,,,,,396378,5106,42644,42005,42705,NR49147,General Electric Company,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Platinum,USD
31118,3214,7000010,3214,7000010,40246856,,1,0,1,0,AGIGAS990,UE,0,0,0,1,1,0,0,0,1,0,42027,42036,42766,,,,,,0,0,42644,42005,42705,NR49147,General Electric Company,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Platinum,USD
31119,3214,7000010,3214,7000010,40246856,,11894,0,1,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42027,42036,42766,,,,,,1351502,11894,42644,42005,42705,NR49147,General Electric Company,,,NAmer,NA_NE,NA_NE,NA_NE_OHIO-PA,Platinum,USD
31120,56514,56514,56514,56514,40246857,,25,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42034,42036,42674,,,,,,12495,25,42644,42005,42644,N122269,Booker Software,,,NAmer,NA_NE,NA_NE,NA_NE_HQ,Commercial,USD
31121,1343,1343,1343,1343,40246858,,20,0,0,0,AGCUNL990,UE,1,1,0,1,1,0,0,0,1,0,42036,42005,42735,,,,,,9467,20,42644,42036,42705,N127543,"Cleversafe, Inc.",,,NAmer,NA_CEN,NA_CEN,NA_CEN_HQ,Commercial,USD
