subid,fw_month,arr_odb,seats_odb
-1e6,2018-06-01,0,0
-1e6,2018-07-01,2916,10
-1e6,2018-08-01,2916,10
-1e6,2018-09-01,49587,11
-1e6,2018-10-01,49587,11
-1001,2018-03-01,122997,750
-1001,2018-04-01,122997,750
-1001,2018-05-01,122997,750
-1001,2018-06-01,122997,750
-1001,2018-07-01,122997,750
-1001,2018-08-01,122997,750
-1001,2018-09-01,122997,750
-1001,2018-10-01,122997,750
-1e3,2018-03-01,30997,123
-1e3,2018-04-01,30997,123
-1e3,2018-05-01,30997,124
-1e3,2018-06-01,30997,124
-1e3,2018-07-01,30997,124
-1e3,2018-08-01,30997,124
-1e3,2018-09-01,30997,124
-1e3,2018-10-01,30997,124
-501,2018-06-01,10195,25
-501,2018-07-01,10195,25
-501,2018-08-01,10195,25
-501,2018-09-01,10195,25
-501,2018-10-01,57316,135
-448,2016-09-01,57018,100
-448,2016-10-01,57018,100
-448,2016-11-01,57018,100
-448,2016-12-01,57018,100
-448,2017-01-01,57018,100
-448,2017-02-01,57018,100
-448,2017-03-01,57018,100
-448,2017-04-01,57018,100
-448,2017-05-01,57018,100
-448,2017-06-01,57018,100
-448,2017-07-01,57018,100
-448,2017-08-01,57018,100
-448,2017-09-01,57018,100
-448,2017-10-01,57018,100
-448,2017-11-01,57018,100
-448,2017-12-01,57018,100
-448,2018-01-01,57018,100
-448,2018-02-01,57018,100
-448,2018-03-01,57018,100
-448,2018-04-01,57018,100
-448,2018-05-01,57018,100
-448,2018-06-01,57018,100
-448,2018-07-01,57018,100
-448,2018-08-01,126147,350
-448,2018-09-01,126147,350
-448,2018-10-01,126147,350
-446,2016-07-01,14098,30
-446,2016-08-01,14098,30
-446,2016-09-01,14098,30
-446,2016-10-01,14098,30
-446,2016-11-01,14098,30
-446,2016-12-01,14098,30
-446,2017-01-01,14722,30
-446,2017-02-01,14722,30
-446,2017-03-01,14722,30
-446,2017-04-01,14722,30
-446,2017-05-01,14722,30
-446,2017-06-01,14722,30
-446,2017-07-01,14722,30
-446,2017-08-01,14722,30
-446,2017-09-01,14722,30
-446,2017-10-01,14098,30
-446,2017-11-01,14098,30
-446,2017-12-01,14098,30
-446,2018-01-01,14098,30
-446,2018-02-01,14098,30
-446,2018-03-01,14098,30
-446,2018-04-01,14098,30
-446,2018-05-01,14098,30
-446,2018-06-01,14098,30
-446,2018-07-01,14098,30
-446,2018-08-01,14098,30
-446,2018-09-01,14098,30
-446,2018-10-01,14098,30
-445,2016-07-01,9982,20
-445,2016-08-01,9982,20
-445,2016-09-01,9982,20
-445,2016-10-01,9982,20
-445,2016-11-01,9982,20
-445,2016-12-01,9982,20
-445,2017-01-01,10595,20
-445,2017-02-01,10595,20
-445,2017-03-01,18827,40
-445,2017-04-01,18827,40
-445,2017-05-01,18827,40
-445,2017-06-01,18827,40
-445,2017-07-01,18827,40
-445,2017-08-01,18827,40
-445,2017-09-01,18827,40
-445,2017-10-01,18214,60
-445,2017-11-01,18214,60
-445,2017-12-01,18214,60
-445,2018-01-01,18214,60
-445,2018-02-01,18214,60
-445,2018-03-01,18214,60
-445,2018-04-01,18214,60
-445,2018-05-01,18214,60
-445,2018-06-01,18214,60
-445,2018-07-01,18214,60
-445,2018-08-01,18214,60
-445,2018-09-01,18214,60
-445,2018-10-01,18214,60
-444,2016-07-01,9982,20
-444,2016-08-01,9982,20
-444,2016-09-01,9982,20
-444,2016-10-01,9982,20
-444,2016-11-01,9982,20
-444,2016-12-01,9982,20
-444,2017-01-01,10595,20
-444,2017-02-01,10595,20
-444,2017-03-01,10595,20
-444,2017-04-01,10595,20
-444,2017-05-01,10595,20
-444,2017-06-01,10595,20
-444,2017-07-01,10595,20
-444,2017-08-01,10595,20
-444,2017-09-01,10595,20
-443,2016-07-01,27115,50
-443,2016-08-01,27115,50
-443,2016-09-01,27115,50
-443,2016-10-01,27115,50
-443,2016-11-01,27115,50
-443,2016-12-01,27115,50
-443,2017-01-01,27115,50
-443,2017-02-01,27115,50
-443,2017-03-01,27115,50
-443,2017-04-01,27115,50
-443,2017-05-01,27115,50
-443,2017-06-01,27115,50
-443,2017-07-01,45747,100
-443,2017-08-01,45747,100
-443,2017-09-01,45747,100
-443,2017-10-01,45747,100
-443,2017-11-01,45747,100
-443,2017-12-01,45747,100
-443,2018-01-01,45747,100
-443,2018-02-01,45747,100
-443,2018-03-01,53722,120
-443,2018-04-01,53722,120
-443,2018-05-01,53722,120
-443,2018-06-01,53722,120
-443,2018-08-01,54214,120
-443,2018-09-01,54214,120
-443,2018-10-01,54214,120
-442,2016-06-01,30305,50
-442,2016-07-01,30305,50
-442,2016-08-01,30305,50
-442,2016-09-01,30305,50
-442,2016-10-01,30305,50
-442,2016-11-01,30305,50
-442,2016-12-01,30305,50
-442,2017-01-01,174867,400
-442,2017-02-01,174867,400
-442,2017-03-01,174867,400
-442,2017-04-01,174867,400
-442,2017-05-01,174867,400
-442,2017-06-01,174867,400
-442,2017-07-01,144562,350
-442,2017-08-01,144562,350
-442,2017-09-01,144562,350
-442,2017-10-01,144562,350
-442,2017-11-01,144562,350
-442,2017-12-01,144562,350
-442,2018-01-01,144562,350
-442,2018-02-01,144562,350
-442,2018-03-01,144562,350
-442,2018-04-01,144562,350
-442,2018-05-01,144562,350
-442,2018-06-01,144562,350
-442,2018-07-01,144562,350
-442,2018-08-01,144562,350
-442,2018-09-01,144562,350
-442,2018-10-01,144562,350
-438,2016-06-01,93077.5,200
-438,2016-07-01,93077.5,200
-438,2016-08-01,93077.5,200
-438,2016-09-01,109027,235
-438,2016-10-01,109028,235
-438,2016-11-01,109028,235
-438,2016-12-01,109028,235
-438,2017-01-01,109028,235
-438,2017-02-01,109028,235
-438,2017-03-01,109028,235
-438,2017-04-01,109028,235
-438,2017-05-01,109028,235
-438,2017-06-01,109028,235
-438,2017-07-01,109028,235
-438,2017-08-01,109028,235
-438,2017-09-01,109028,235
-438,2017-10-01,109028,235
-438,2017-11-01,109028,235
-438,2017-12-01,109028,235
-438,2018-01-01,109028,235
-438,2018-02-01,109028,235
-438,2018-03-01,109028,235
-438,2018-04-01,109028,235
-438,2018-05-01,109028,235
-438,2018-06-01,103514,235
-438,2018-07-01,103514,235
-438,2018-08-01,103514,235
-438,2018-09-01,103514,235
-438,2018-10-01,103514,235
-436,2016-06-01,2e3,0
-436,2016-07-01,2e3,0
-436,2016-08-01,2e3,0
-436,2016-09-01,2e3,0
-436,2016-10-01,2500,0
-436,2016-11-01,2500,0
-436,2016-12-01,2500,0
-436,2017-01-01,2500,0
-436,2017-02-01,2500,0
-436,2017-03-01,2500,0
-436,2017-04-01,74096,200
-436,2017-05-01,74096,200
-436,2017-06-01,74096,200
-436,2017-07-01,360565,1040
-436,2017-08-01,360565,1040
-436,2017-09-01,360565,1040
-436,2017-10-01,360565,1040
-436,2017-11-01,360565,1040
-436,2017-12-01,360565,1040
-436,2018-01-01,360565,1040
-436,2018-02-01,360565,1040
-436,2018-03-01,360565,1040
-436,2018-04-01,360565,1040
-436,2018-05-01,360565,1040
-436,2018-06-01,360565,1040
-436,2018-07-01,360565,1040
-436,2018-08-01,360565,1040
-436,2018-09-01,360565,1040
-436,2018-10-01,360565,1040
-434,2016-03-01,10242.5,50
-434,2016-04-01,10242.5,50
-434,2016-05-01,10242.5,50
-434,2016-06-01,10242.5,50
-434,2016-07-01,14067.5,70
-434,2016-08-01,14067.5,70
-434,2016-09-01,14067.5,70
-434,2016-10-01,14068,68
-434,2016-11-01,14068,68
-434,2016-12-01,20316,98
-434,2017-01-01,20316,98
-434,2017-02-01,20316,98
-434,2017-03-01,20316,98
-434,2017-04-01,23715,100
-434,2017-05-01,23715,100
-434,2017-06-01,23715,100
-434,2017-07-01,23715,100
-434,2017-08-01,23715,100
-434,2017-09-01,23715,100
-434,2017-10-01,26847,115
-434,2017-11-01,26847,115
-434,2017-12-01,26847,115
-434,2018-01-01,26847,115
-434,2018-02-01,26847,115
-434,2018-03-01,28930,125
-434,2018-04-01,28922,125
-434,2018-05-01,28922,125
-434,2018-06-01,28922,125
-434,2018-07-01,28922,125
-434,2018-08-01,28922,125
-434,2018-09-01,28922,125
-434,2018-10-01,28922,125
-433,2016-03-01,11378.4,28
-433,2016-04-01,11378.4,28
-433,2016-05-01,11378.4,28
-433,2016-06-01,11378.4,28
-433,2016-07-01,11378.4,28
-433,2016-08-01,11378.4,28
-433,2016-09-01,11378.4,28
-433,2016-10-01,14906,38
-433,2016-11-01,14906,38
-433,2016-12-01,14906,38
-433,2017-01-01,14906,38
-433,2017-02-01,14906,38
-433,2017-03-01,7324,10
-433,2017-04-01,7324,10
-433,2017-05-01,7324,10
-433,2017-06-01,7324,10
-433,2017-07-01,7324,10
-433,2017-08-01,7324,10
-433,2017-09-01,7324,10
-433,2017-10-01,7324,10
-433,2017-11-01,7324,10
-433,2017-12-01,7324,10
-433,2018-01-01,7324,10
-433,2018-02-01,7324,10
-429,2015-12-01,11764.5,20
-429,2016-01-01,11764.5,20
-429,2016-02-01,11764.5,20
-429,2016-03-01,11764.5,20
-429,2016-04-01,11764.5,20
-429,2016-05-01,11764.5,20
-429,2016-06-01,11764.5,20
-429,2016-07-01,11764.5,20
-429,2016-08-01,11764.5,20
-429,2016-09-01,11764.5,20
-429,2016-10-01,11765,20
-429,2016-11-01,11765,20
-429,2016-12-01,11765,20
-428,2015-12-01,42910,100
-428,2016-01-01,42910,100
-428,2016-02-01,42910,100
-428,2016-03-01,42910,100
-428,2016-04-01,42910,100
-428,2016-05-01,42910,100
-428,2016-06-01,47026,110
-428,2016-07-01,108766,260
-428,2016-08-01,108766,260
-428,2016-09-01,108766,260
-428,2016-10-01,108766,260
-428,2016-11-01,444211,1070
-428,2016-12-01,444211,1070
-428,2017-01-01,335445,810
-428,2017-02-01,335445,810
-428,2017-03-01,335445,810
-428,2017-04-01,335445,810
-428,2017-05-01,335445,810
-428,2017-06-01,335445,810
-428,2017-07-01,335445,810
-428,2017-08-01,335445,810
-428,2017-09-01,335445,810
-428,2017-10-01,457950,1110
-428,2017-11-01,457950,1110
-428,2017-12-01,457950,1110
-428,2018-01-01,457950,1110
-428,2018-02-01,457950,1110
-428,2018-03-01,457950,1110
-428,2018-04-01,457950,1110
-428,2018-05-01,457950,1110
-428,2018-06-01,457950,1110
-428,2018-07-01,457950,1110
-428,2018-08-01,457950,1110
-428,2018-09-01,457950,1110
-428,2018-10-01,457950,1110
-425,2015-09-01,177055,350
-425,2015-10-01,177055,350
-425,2015-11-01,177055,350
-425,2015-12-01,177055,350
-425,2016-01-01,177055,350
-425,2016-02-01,177055,350
-425,2016-03-01,177055,350
-425,2016-04-01,177055,350
-425,2016-05-01,177055,350
-425,2016-06-01,177055,350
-425,2016-07-01,177055,350
-425,2016-08-01,177055,350
-425,2016-09-01,31356,55
-425,2016-10-01,31356,55
-425,2016-11-01,31356,55
-425,2016-12-01,31356,55
-425,2017-01-01,31356,55
-425,2017-02-01,31356,55
-425,2017-03-01,31356,55
-425,2017-04-01,31356,55
-425,2017-05-01,31356,55
-425,2017-06-01,31356,55
-425,2017-07-01,31356,55
-425,2017-08-01,31356,55
-425,2017-09-01,31356,55
-422,2015-08-01,6480,10
-422,2015-09-01,6480,10
-422,2015-10-01,6480,10
-422,2015-11-01,6480,10
-422,2015-12-01,6480,10
-422,2016-01-01,6480,10
-422,2016-02-01,6480,10
-422,2016-03-01,6480,10
-422,2016-04-01,6480,10
-422,2016-05-01,6480,10
-422,2016-06-01,6480,10
-422,2016-07-01,6480,10
-421,2015-07-01,13010,20
-421,2015-08-01,13010,20
-421,2015-09-01,13010,20
-421,2015-10-01,13010,20
-421,2015-11-01,13010,20
-421,2015-12-01,13010,20
-421,2016-01-01,8380,10
-421,2016-02-01,8380,10
-421,2016-03-01,8380,10
-421,2016-04-01,8380,10
-421,2016-05-01,8380,10
-421,2016-06-01,8380,10
-421,2016-07-01,13789.6,20
-421,2016-08-01,13789.6,20
-421,2016-09-01,13789.6,20
-421,2016-10-01,13790,20
-421,2016-11-01,13790,20
-421,2016-12-01,13790,20
-421,2017-01-01,13790,20
-421,2017-02-01,14260,20
-421,2017-03-01,21757,34
-421,2017-04-01,21757,34
-421,2017-05-01,21757,34
-421,2017-06-01,21757,34
-421,2017-07-01,21757,34
-421,2017-08-01,21757,34
-421,2017-09-01,21757,34
-421,2017-10-01,21757,34
-421,2017-11-01,21757,34
-421,2017-12-01,21757,34
-421,2018-01-01,21757,34
-420,2015-07-01,28710,50
-420,2015-08-01,28710,50
-420,2015-09-01,28710,50
-420,2015-10-01,55170,100
-420,2015-11-01,55170,100
-420,2015-12-01,105150,200
-420,2016-01-01,105150,200
-420,2016-02-01,105150,200
-420,2016-03-01,105150,200
-420,2016-04-01,105150,200
-420,2016-05-01,105150,200
-419,2015-07-01,28710,50
-419,2015-08-01,28710,50
-419,2015-09-01,28710,50
-419,2015-10-01,28710,50
-419,2015-11-01,28710,50
-419,2015-12-01,28710,50
-419,2016-01-01,111030,225
-419,2016-02-01,111030,225
-419,2016-03-01,111030,225
-419,2016-04-01,111030,225
-419,2016-05-01,111030,225
-419,2016-06-01,107840,225
-419,2016-07-01,107840,225
-419,2016-08-01,107840,225
-419,2016-09-01,107840,225
-419,2016-10-01,107840,225
-419,2016-11-01,107840,225
-419,2016-12-01,107840,225
-419,2017-01-01,107840,225
-419,2017-02-01,107840,225
-419,2017-03-01,165801,350
-419,2017-04-01,165801,350
-419,2017-05-01,165801,350
-419,2017-06-01,165801,350
-419,2017-07-01,162524,350
-419,2017-08-01,165464,355
-419,2017-09-01,165464,355
-419,2017-10-01,225440,475
-419,2017-11-01,225440,475
-419,2017-12-01,225440,475
-419,2018-01-01,225440,475
-419,2018-02-01,225440,475
-419,2018-03-01,245248,520
-419,2018-04-01,245248,520
-419,2018-05-01,245248,520
-419,2018-06-01,245248,520
-419,2018-07-01,245921,520
-419,2018-08-01,245921,520
-419,2018-09-01,245921,520
-419,2018-10-01,245921,520
-418,2015-08-01,14500,25
-418,2015-09-01,14500,25
-418,2015-10-01,14500,25
-418,2015-11-01,14500,25
-418,2015-12-01,14500,25
-418,2016-01-01,14500,25
-418,2016-02-01,14500,25
-418,2016-03-01,14500,25
-418,2016-04-01,14500,25
-418,2016-05-01,14500,25
-418,2016-06-01,14500,25
-418,2016-07-01,14500,25
-418,2016-08-01,21150,35
-418,2016-09-01,21150,35
-418,2016-10-01,21150,35
-418,2016-11-01,21150,35
-418,2016-12-01,21150,35
-418,2017-01-01,21150,35
-418,2017-02-01,21150,35
-418,2017-03-01,21150,35
-418,2017-04-01,21150,35
-418,2017-05-01,21150,35
-418,2017-06-01,21150,35
-418,2017-07-01,21150,35
-418,2017-08-01,21150,35
-418,2017-09-01,21820,35
-418,2017-10-01,21820,35
-418,2017-11-01,21820,35
-418,2017-12-01,21820,35
-418,2018-01-01,21820,35
-418,2018-02-01,21820,35
-418,2018-03-01,21820,35
-418,2018-04-01,21820,35
-418,2018-05-01,21820,35
-418,2018-06-01,21820,35
-418,2018-07-01,21820,35
-418,2018-08-01,21820,35
-418,2018-09-01,21820,35
-418,2018-10-01,21820,35
-415,2015-04-01,18214,40
-415,2015-05-01,18214,40
-415,2015-06-01,18214,40
-415,2015-07-01,18214,40
-415,2015-08-01,18214,40
-415,2015-09-01,18214,40
-415,2015-10-01,18214,40
-415,2015-11-01,18214,40
-415,2015-12-01,18214,40
-415,2016-01-01,18214,40
-415,2016-02-01,18214,40
-415,2016-03-01,18214,40
-414,2015-06-01,27115,50
-414,2015-07-01,27115,50
-414,2015-08-01,27115,50
-414,2015-09-01,29614,55
-414,2015-10-01,29614,55
-414,2015-11-01,29614,55
-414,2015-12-01,29614,55
-414,2016-01-01,29614,55
-414,2016-02-01,34612,65
-414,2016-03-01,34612,65
-414,2016-04-01,34612,65
-414,2016-05-01,34612,65
-414,2016-06-01,34612,65
-414,2016-07-01,44608,85
-414,2016-08-01,44608,85
-414,2016-09-01,44608,85
-414,2016-10-01,44608,85
-414,2016-11-01,44608,85
-414,2016-12-01,44608,85
-414,2017-01-01,44608,85
-414,2017-02-01,44608,85
-414,2017-03-01,44608,85
-414,2017-04-01,44608,85
-414,2017-05-01,44608,85
-414,2017-06-01,44608,85
-414,2017-07-01,44608,85
-414,2017-08-01,44608,85
-414,2017-09-01,44608,85
-414,2017-10-01,44608,85
-414,2017-11-01,44608,85
-414,2017-12-01,44608,85
-414,2018-01-01,44608,85
-414,2018-02-01,44608,85
-414,2018-03-01,44608,85
-414,2018-04-01,44608,85
-414,2018-05-01,44608,85
-414,2018-06-01,44608,85
-408,2015-03-01,96080,200
-408,2015-04-01,96080,200
-408,2015-05-01,96080,200
-408,2015-06-01,96080,200
-408,2015-07-01,96080,200
-408,2015-08-01,96080,200
-408,2015-09-01,96080,200
-408,2015-10-01,96080,200
-408,2015-11-01,96080,200
-408,2015-12-01,96080,200
-408,2016-01-01,107840,225
-408,2016-02-01,107840,225
-408,2016-03-01,107840,225
-408,2016-04-01,107840,225
-408,2016-05-01,121952,255
-408,2016-06-01,121952,255
-408,2016-07-01,121952,255
-408,2016-08-01,121952,255
-408,2016-09-01,121952,255
-408,2016-10-01,121952,255
-408,2016-11-01,121952,255
-408,2016-12-01,143120,300
-408,2017-01-01,143120,300
-408,2017-02-01,143120,300
-408,2017-03-01,333151,700
-408,2017-04-01,190031,400
-408,2017-05-01,190031,400
-408,2017-06-01,190031,400
-408,2017-07-01,204142,430
-408,2017-08-01,204142,430
-408,2017-09-01,204142,430
-408,2017-10-01,204142,430
-408,2017-11-01,204142,430
-408,2017-12-01,204142,430
-408,2018-01-01,204142,430
-408,2018-02-01,204142,430
-408,2018-03-01,204142,430
-408,2018-04-01,233546,500
-408,2018-05-01,233546,500
-408,2018-06-01,233546,500
-408,2018-07-01,233546,500
-408,2018-08-01,233546,500
-408,2018-09-01,233546,500
-408,2018-10-01,233546,500
-407,2015-03-01,138892,450
-407,2015-04-01,138892,450
-407,2015-05-01,138892,450
-407,2015-06-01,138892,450
-407,2015-07-01,138892,450
-407,2015-08-01,138892,450
-407,2015-09-01,138892,450
-407,2015-10-01,138892,450
-407,2015-11-01,138892,450
-407,2015-12-01,138892,450
-407,2016-01-01,138892,450
-407,2016-02-01,138892,450
-407,2016-03-01,138892,450
-407,2016-04-01,138892,450
-407,2016-05-01,138892,450
-407,2016-06-01,138892,450
-407,2016-07-01,138892,450
-407,2016-08-01,138892,450
-407,2016-09-01,138892,450
-407,2016-10-01,138892,450
-407,2016-11-01,138892,450
-407,2016-12-01,138892,450
-407,2017-01-01,138892,450
-407,2017-02-01,138892,450
-407,2017-03-01,138892,450
-407,2017-04-01,138892,450
-407,2017-05-01,138892,450
-407,2017-06-01,138892,450
-407,2017-07-01,138892,450
-407,2017-08-01,138892,450
-407,2017-09-01,138892,450
-407,2017-10-01,138892,450
-407,2017-11-01,138892,450
-407,2017-12-01,138892,450
-407,2018-01-01,138892,450
-407,2018-02-01,138892,450
-407,2018-03-01,138892,450
-406,2015-07-01,19140,50
-406,2015-08-01,19140,50
-406,2015-09-01,19140,50
-406,2015-10-01,19140,50
-406,2015-11-01,19140,50
-406,2015-12-01,19140,50
-406,2016-01-01,19140,50
-406,2016-02-01,19140,50
-406,2016-03-01,20904,55
-406,2016-04-01,20904,55
-406,2016-05-01,20904,55
-406,2016-06-01,20904,55
-406,2016-07-01,14620,25
-406,2016-08-01,14620,25
-406,2016-09-01,14620,25
-406,2016-10-01,14620,25
-406,2016-11-01,14620,25
-406,2016-12-01,14620,25
-406,2017-01-01,14620,25
-406,2017-02-01,14620,25
-406,2017-03-01,14620,25
-406,2017-04-01,14620,25
-406,2017-05-01,14620,25
-406,2017-06-01,14620,25
-406,2017-07-01,14620,25
-406,2017-08-01,14351,20
-406,2017-09-01,14351,20
-406,2017-10-01,14351,20
-406,2017-11-01,14351,20
-406,2017-12-01,14351,20
-406,2018-01-01,14351,20
-406,2018-02-01,14351,20
-406,2018-03-01,14351,20
-406,2018-04-01,14351,20
-406,2018-05-01,14351,20
-406,2018-06-01,14351,20
-406,2018-07-01,14351,20
-406,2018-08-01,9617,12
-406,2018-09-01,9617,12
-406,2018-10-01,9617,12
-405,2015-04-01,28050,75
-405,2015-05-01,28050,75
-405,2015-06-01,28050,75
-405,2015-07-01,41662.5,100
-405,2015-08-01,41662.5,100
-405,2015-09-01,41662.5,100
-405,2015-10-01,41662.5,100
-405,2015-11-01,41662.5,100
-405,2015-12-01,41662.5,100
-405,2016-01-01,51562.5,125
-405,2016-02-01,51562.5,125
-405,2016-03-01,51562.5,125
-405,2016-04-01,49671.88,125
-405,2016-05-01,51562.5,125
-405,2016-06-01,51562.5,125
-405,2016-07-01,51562.5,125
-405,2016-08-01,51562.5,125
-405,2016-09-01,51562.5,125
-405,2016-10-01,51564,125
-405,2016-11-01,51564,125
-405,2016-12-01,51564,125
-405,2017-01-01,51564,125
-405,2017-02-01,51564,125
-405,2017-03-01,51564,125
-405,2017-04-01,51564,125
-405,2017-05-01,57845,125
-405,2017-06-01,57845,125
-405,2017-07-01,57845,125
-405,2017-08-01,57845,125
-405,2017-09-01,57845,125
-405,2017-10-01,57845,125
-405,2017-11-01,57845,125
-405,2017-12-01,57845,125
-405,2018-01-01,57845,125
-405,2018-02-01,57845,125
-405,2018-03-01,57845,125
-405,2018-04-01,57845,125
-405,2018-05-01,57845,125
-405,2018-06-01,57845,125
-405,2018-07-01,57845,125
-405,2018-08-01,57845,125
-405,2018-09-01,57845,125
-405,2018-10-01,57845,125
-404,2014-12-01,20730,150
-404,2015-01-01,20730,150
-404,2015-02-01,20730,150
-404,2015-03-01,20730,150
-404,2015-04-01,20730,150
-404,2015-05-01,20730,150
-404,2015-06-01,20730,150
-404,2015-07-01,20730,150
-404,2015-08-01,20730,150
-404,2015-09-01,20730,150
-404,2015-10-01,20730,150
-404,2015-11-01,20730,150
-404,2015-12-01,20730,150
-404,2016-01-01,20730,150
-404,2016-02-01,20730,150
-404,2016-03-01,20730,150
-404,2016-04-01,20730,150
-404,2016-05-01,20730,150
-404,2016-06-01,24780,180
-404,2016-07-01,24780,180
-404,2016-08-01,24780,180
-404,2016-09-01,24780,180
-404,2016-10-01,24780,178
-404,2016-11-01,24780,178
-404,2016-12-01,24780,178
-403,2014-12-01,12900,25
-403,2015-01-01,12900,25
-403,2015-02-01,12900,25
-403,2015-03-01,12900,25
-403,2015-04-01,12900,25
-403,2015-05-01,12900,25
-403,2015-06-01,12900,25
-403,2015-07-01,12900,25
-403,2015-08-01,12900,25
-403,2015-09-01,12900,25
-403,2015-10-01,12900,25
-403,2015-11-01,12900,25
-403,2015-12-01,12040,25
-403,2016-01-01,12040,25
-403,2016-02-01,12040,25
-403,2016-03-01,12040,25
-403,2016-04-01,12040,25
-403,2016-05-01,12040,25
-403,2016-06-01,12040,25
-403,2016-07-01,12040,25
-403,2016-08-01,12040,25
-403,2016-09-01,12040,25
-403,2016-10-01,12040,25
-403,2016-11-01,12040,25
-403,2016-12-01,12040,25
-402,2014-11-01,210295.01,4500
-402,2014-12-01,210295.01,4500
-402,2015-01-01,210295.01,4500
-402,2015-02-01,210295.01,4500
-402,2015-03-01,210295.01,4500
-402,2015-04-01,210295.01,4500
-402,2015-05-01,210295.01,4500
-402,2015-06-01,210295.01,4500
-402,2015-07-01,210295.01,4500
-402,2015-08-01,210295.01,4500
-402,2015-09-01,210295.01,4500
-402,2015-10-01,210295.01,4500
-402,2015-11-01,280295.01,4500
-402,2015-12-01,280295.01,4500
-402,2016-01-01,280295.01,4500
-402,2016-02-01,280295.01,4500
-402,2016-03-01,280295.01,4500
-402,2016-04-01,280295.01,4500
-402,2016-05-01,280295.01,4500
-402,2016-06-01,280295.01,4500
-402,2016-07-01,280295.01,4500
-402,2016-08-01,280295.01,4500
-402,2016-09-01,280295.01,4500
-400,2014-10-01,3240,5
-400,2014-11-01,3240,5
-400,2014-12-01,3240,5
-400,2015-01-01,3240,5
-400,2015-02-01,3240,5
-400,2015-03-01,3240,5
-400,2015-04-01,3240,5
-400,2015-05-01,3240,5
-400,2015-06-01,3240,5
-400,2015-07-01,3240,5
-400,2015-08-01,3240,5
-400,2015-09-01,3240,5
-303,2012-02-01,8356.25,50
-303,2012-03-01,10653.119999999999,65
-303,2012-04-01,10653.119999999999,65
-303,2012-05-01,10653.119999999999,65
-303,2012-06-01,10653.119999999999,65
-303,2012-07-01,14371.869999999999,90
-303,2012-08-01,14371.869999999999,90
-303,2012-09-01,14371.869999999999,90
-303,2012-10-01,14371.869999999999,90
-303,2012-11-01,14371.869999999999,90
-303,2012-12-01,14371.869999999999,90
-303,2013-01-01,14371.869999999999,90
-303,2013-02-01,14371.92,90
-303,2013-03-01,15171.87,90
-303,2013-04-01,15171.87,90
-303,2013-05-01,15171.87,90
-303,2013-06-01,15171.87,90
-303,2013-07-01,15171.87,90
-303,2013-08-01,15171.87,90
-303,2013-09-01,15171.87,90
-303,2013-10-01,15171.87,90
-303,2013-11-01,15171.87,90
-303,2013-12-01,15171.87,90
-303,2014-01-01,15171.87,90
-303,2014-02-01,15171.87,90
-303,2014-03-01,15171.87,90
-303,2014-04-01,15171.87,90
-303,2014-05-01,26984.38,160
-303,2014-06-01,26984.38,160
-303,2014-07-01,26984.38,160
-303,2014-08-01,26984.38,160
-303,2014-09-01,26984.38,160
-303,2014-10-01,26984.38,160
-303,2014-11-01,26984.38,160
-303,2014-12-01,26984.38,160
-303,2015-01-01,26984.38,160
-303,2015-02-01,26984.38,160
-303,2015-03-01,26984.38,160
-303,2015-04-01,26984.38,160
-303,2015-05-01,26984.38,160
-303,2015-06-01,26984.38,160
-303,2015-07-01,26984.38,160
-303,2015-08-01,26984.38,160
-303,2015-09-01,26984.38,160
-303,2015-10-01,26984.38,160
-303,2015-11-01,26984.38,160
-303,2015-12-01,26984.38,160
-303,2016-01-01,26984.38,160
-303,2016-02-01,26984.38,160
-303,2016-03-01,26984.38,160
-303,2016-04-01,26984.38,160
-303,2016-05-01,26984.38,160
-303,2016-06-01,26984.38,160
-303,2016-07-01,26984.38,160
-303,2016-08-01,26984.38,160
-303,2016-09-01,26984.38,160
-303,2016-10-01,26984,160
-303,2016-11-01,26984,160
-303,2016-12-01,26984,160
-303,2017-01-01,26984,160
-303,2017-02-01,26984,160
-303,2017-03-01,26984,160
-303,2017-04-01,26984,160
-303,2017-05-01,26984,160
-303,2017-06-01,26984,160
-303,2017-07-01,26984,160
-303,2017-08-01,26984,160
-303,2017-09-01,26984,160
-303,2017-10-01,26984,160
-303,2017-11-01,26984,160
-303,2017-12-01,26984,160
-303,2018-01-01,26984,160
-303,2018-02-01,26984,160
-303,2018-03-01,26984,160
-303,2018-04-01,26984,160
-303,2018-05-01,26984,160
-303,2018-06-01,26984,160
-303,2018-07-01,26984,160
-303,2018-08-01,26984,160
-303,2018-09-01,26984,160
-303,2018-10-01,26984,160
-300,2010-04-01,54e3,500
-300,2010-05-01,54e3,500
-300,2010-06-01,54e3,500
-300,2010-07-01,54e3,500
-300,2010-08-01,54e3,500
-300,2010-09-01,54e3,500
-300,2010-10-01,54e3,500
-300,2010-11-01,54e3,500
-300,2010-12-01,54e3,500
-300,2011-01-01,54e3,500
-300,2011-02-01,54e3,500
-300,2011-03-01,54e3,500
-300,2011-04-01,54e3,500
-300,2011-05-01,54e3,500
-300,2011-06-01,54e3,500
-300,2011-07-01,54e3,500
-300,2011-08-01,54e3,500
-300,2011-09-01,54e3,500
-300,2011-10-01,54e3,500
-300,2011-11-01,54e3,500
-300,2011-12-01,54e3,500
-300,2012-01-01,54e3,500
-300,2012-02-01,54e3,500
-300,2012-03-01,54e3,500
-300,2012-04-01,54e3,500
-300,2012-05-01,54e3,500
-300,2012-06-01,54e3,500
