subid,fw_month,arr_odb,seats_odb
847,2008-11-01,24254.95,66
847,2008-12-01,24254.95,66
847,2009-01-01,24254.95,66
847,2009-02-01,24254.95,66
847,2009-03-01,24254.95,66
847,2009-04-01,24254.95,66
847,2009-05-01,24254.95,66
847,2009-06-01,24254.95,66
847,2009-07-01,18742.5,51
847,2009-08-01,18742.5,51
847,2009-09-01,18742.5,51
847,2009-10-01,18742.5,51
847,2009-11-01,18742.5,51
847,2009-12-01,18742.5,51
847,2010-01-01,18742.5,51
847,2010-02-01,18742.5,51
847,2010-03-01,18742.5,51
847,2010-04-01,18742.5,51
847,2010-05-01,18742.5,51
847,2010-06-01,18742.5,51
847,2010-07-01,18742.5,51
847,2010-08-01,18742.5,51
847,2010-09-01,18742.5,51
847,2010-10-01,18742.5,51
847,2010-11-01,18742.5,51
847,2010-12-01,18742.5,51
847,2011-01-01,18742.5,51
847,2011-02-01,18742.5,51
847,2011-03-01,18742.5,51
847,2011-04-01,18742.5,51
847,2011-05-01,18742.5,51
847,2011-06-01,17766,47
847,2011-07-01,17766,47
847,2011-08-01,17766,47
847,2011-09-01,17766,47
847,2011-10-01,18522,49
847,2011-11-01,18522,49
847,2011-12-01,18522,49
847,2012-01-01,18889.5,50
847,2012-02-01,18889.5,50
847,2012-03-01,18889.5,50
847,2012-04-01,18889.5,50
847,2012-05-01,18375,50
847,2012-06-01,18375,50
847,2012-07-01,18375,50
847,2012-08-01,18375,50
847,2012-09-01,18375,50
847,2012-10-01,18375,50
847,2012-11-01,18375,50
847,2012-12-01,18375,50
847,2013-01-01,18375,50
847,2013-02-01,18375,50
847,2013-03-01,19110,52
847,2013-04-01,20212.5,55
847,2013-05-01,24622.5,67
847,2013-06-01,25725,70
847,2013-07-01,25725,70
847,2013-08-01,25725,70
847,2013-09-01,25725,70
847,2013-10-01,26460,72
847,2013-11-01,27531,75
847,2013-12-01,31101,85
847,2014-01-01,31101,85
847,2014-02-01,31101,85
847,2014-03-01,31101,85
847,2014-04-01,31101,85
847,2014-05-01,30345,85
847,2014-06-01,30345,85
847,2014-07-01,30345,85
847,2014-08-01,32130,90
847,2014-09-01,32130,90
847,2014-10-01,33201,93
847,2014-11-01,33201,93
847,2014-12-01,33201,93
847,2015-01-01,35301,98
847,2015-02-01,35301,98
847,2015-03-01,35301,98
847,2015-04-01,35301,98
847,2015-05-01,26775,75
847,2015-06-01,26775,75
847,2015-07-01,26775,75
847,2015-08-01,26775,75
847,2015-09-01,26775,75
847,2015-10-01,26775,75
847,2015-11-01,26775,75
847,2015-12-01,26775,75
847,2016-01-01,26775,75
847,2016-02-01,26775,75
847,2016-03-01,26775,75
847,2016-04-01,26775,75
848,2007-05-01,2160,4
848,2007-06-01,4320,8
848,2007-07-01,4320,8
848,2007-08-01,7242.78,12
848,2007-09-01,9024.779999999999,15
848,2007-10-01,8910,15
848,2007-11-01,8910,15
848,2007-12-01,8910,15
848,2008-01-01,8910,15
848,2008-02-01,8910,15
848,2008-03-01,8910,15
848,2008-04-01,8910,15
848,2008-05-01,8910,15
848,2008-06-01,8910,15
848,2008-07-01,8910,15
848,2008-08-01,8910,15
848,2008-09-01,8910,15
848,2008-10-01,8910,15
848,2008-11-01,8910,15
849,2007-04-01,2280,10
849,2007-05-01,2280,10
849,2007-06-01,3192,14
849,2007-07-01,3192,14
849,2007-08-01,3192,14
849,2007-09-01,3192,14
849,2007-10-01,3192,14
849,2007-11-01,3192,14
849,2007-12-01,3192,14
849,2008-01-01,3192,14
849,2008-02-01,3192,14
849,2008-03-01,3192,14
849,2008-04-01,3192,14
849,2008-05-01,3192,14
849,2008-06-01,3192,14
849,2008-07-01,3192,14
849,2008-08-01,3192,14
849,2008-09-01,3192,14
849,2008-10-01,3192,14
849,2008-11-01,3192,14
849,2008-12-01,3192,14
849,2009-01-01,3192,14
849,2009-02-01,3192,14
849,2009-03-01,3192,14
849,2009-04-01,3192,14
849,2009-05-01,3192,14
849,2009-06-01,3192,14
849,2009-07-01,3192,14
849,2009-08-01,3192,14
849,2009-09-01,3192,14
849,2009-10-01,3192,14
849,2009-11-01,3192,14
849,2009-12-01,3192,14
849,2010-01-01,3192,14
849,2010-02-01,3192,14
849,2010-03-01,3192,14
849,2010-04-01,1824,8
849,2010-05-01,1824,8
849,2010-06-01,1824,8
849,2010-07-01,1824,8
849,2010-08-01,1824,8
849,2010-09-01,1824,8
849,2010-10-01,1824,8
849,2010-11-01,1824,8
849,2010-12-01,1824,8
849,2011-01-01,1824,8
849,2011-02-01,1824,8
849,2011-03-01,1824,8
849,2011-04-01,1824,8
849,2011-05-01,1824,8
849,2011-06-01,1824,8
849,2011-07-01,1824,8
849,2011-08-01,1824,8
849,2011-09-01,2124,9
849,2011-10-01,2124,9
849,2011-11-01,2124,9
849,2011-12-01,2124,9
849,2012-01-01,2124,9
849,2012-02-01,3e3,10
849,2012-03-01,3e3,10
849,2012-04-01,3e3,10
849,2012-05-01,3e3,10
849,2012-06-01,3e3,10
849,2012-07-01,3e3,10
849,2012-08-01,3e3,10
849,2012-09-01,3e3,10
849,2012-10-01,3e3,10
849,2012-11-01,3e3,10
849,2012-12-01,3e3,10
849,2013-01-01,3e3,10
849,2013-02-01,11100,40
849,2013-03-01,15120,40
849,2013-04-01,15120,40
849,2013-05-01,15120,40
849,2013-06-01,15120,40
849,2013-07-01,15120,40
849,2013-08-01,15120,40
849,2013-09-01,15120,40
849,2013-10-01,15120,40
849,2013-11-01,15120,40
849,2013-12-01,15120,40
849,2014-01-01,15120,40
849,2014-02-01,15120,40
849,2014-03-01,5040,12
849,2014-04-01,5040,12
849,2014-05-01,5040,12
849,2014-06-01,5040,12
849,2014-07-01,5040,12
849,2014-08-01,5040,12
849,2014-09-01,5040,12
849,2014-10-01,5040,12
849,2014-11-01,5040,12
849,2014-12-01,5040,12
849,2015-01-01,5040,12
849,2015-02-01,5040,12
849,2015-03-01,5040,12
850,2007-04-01,4200,10
850,2007-05-01,4200,10
850,2007-06-01,4200,10
850,2007-07-01,4200,10
850,2007-08-01,10152,18
850,2007-09-01,10152,18
850,2007-10-01,5640,10
850,2007-11-01,5640,10
850,2007-12-01,5640,10
850,2008-01-01,5640,10
850,2008-02-01,5640,10
850,2008-03-01,5640,10
850,2008-04-01,5640,10
850,2008-05-01,5640,10
850,2008-06-01,5640,10
850,2008-07-01,5640,10
850,2008-08-01,5640,10
850,2008-09-01,5640,10
850,2008-10-01,5640,10
850,2008-11-01,5640,10
857,2007-08-01,16848,24
857,2007-09-01,67392,200
857,2007-10-01,67392,200
857,2007-11-01,67392,200
857,2007-12-01,67392,200
857,2008-01-01,67392,200
857,2008-02-01,67392,200
857,2008-03-01,67392,200
857,2008-04-01,67392,200
857,2008-05-01,67392,200
857,2008-06-01,100992,300
857,2008-07-01,100992,300
857,2008-08-01,100992,300
857,2008-09-01,100992,300
857,2008-10-01,133542,400
857,2008-11-01,133542,400
857,2008-12-01,133542,400
857,2009-01-01,133542,400
857,2009-02-01,133542,400
857,2009-03-01,133542,400
857,2009-04-01,133542,400
857,2009-05-01,133542,400
857,2009-06-01,133542,400
857,2009-07-01,133542,400
857,2009-08-01,133542,400
857,2009-09-01,90720,300
857,2009-10-01,90720,300
857,2009-11-01,90720,300
857,2009-12-01,90720,300
857,2010-01-01,90720,300
857,2010-02-01,90720,300
857,2010-03-01,90720,300
857,2010-04-01,90720,300
857,2010-05-01,90720,300
857,2010-06-01,90720,300
857,2010-07-01,90720,300
857,2010-08-01,90720,300
857,2010-09-01,90720,300
857,2010-10-01,90720,300
857,2010-11-01,90720,300
857,2010-12-01,90720,300
857,2011-01-01,90720,300
857,2011-02-01,90720,300
857,2011-03-01,90720,300
857,2011-04-01,90720,300
857,2011-05-01,90720,300
857,2011-06-01,90720,300
857,2011-07-01,90720,300
857,2011-08-01,90720,300
857,2011-09-01,26775,75
857,2011-10-01,26775,75
857,2011-11-01,26775,75
857,2011-12-01,26775,75
857,2012-01-01,26775,75
857,2012-02-01,26775,75
857,2012-03-01,26775,75
857,2012-04-01,26775,75
857,2012-05-01,26775,75
857,2012-06-01,26775,75
857,2012-07-01,26775,75
857,2012-08-01,26775,75
857,2012-09-01,840,2
857,2012-10-01,840,2
857,2012-11-01,840,2
857,2012-12-01,840,2
857,2013-01-01,840,2
857,2013-02-01,840,2
857,2013-03-01,840,2
857,2013-04-01,840,2
857,2013-05-01,840,2
857,2013-06-01,840,2
857,2013-07-01,840,2
857,2013-08-01,840,2
857,2013-09-01,840,2
859,2007-05-01,1231.2,2
859,2007-06-01,1231.2,2
859,2007-07-01,1231.2,2
859,2007-08-01,1231.2,2
859,2007-09-01,1231.2,2
859,2007-10-01,1231.2,2
859,2007-11-01,1231.2,2
859,2007-12-01,1231.2,2
859,2008-01-01,1231.2,2
859,2008-02-01,1231.2,2
859,2008-03-01,1231.2,2
859,2008-04-01,1231.2,2
863,2007-05-01,2052,10
863,2007-06-01,2052,10
863,2007-07-01,2052,10
863,2007-08-01,2052,10
863,2007-09-01,3488.4,17
863,2007-10-01,3488.4,17
863,2007-11-01,3488.4,17
863,2007-12-01,3488.4,17
863,2008-01-01,3488.4,17
863,2008-02-01,3488.4,17
863,2008-03-01,3488.4,17
863,2008-04-01,3488.4,17
863,2008-05-01,3488.4,17
863,2008-06-01,3488.4,17
863,2008-07-01,3488.4,17
863,2008-08-01,3488.4,17
863,2008-09-01,3488.4,17
863,2008-10-01,3488.4,17
863,2008-11-01,3488.4,17
863,2008-12-01,3488.4,17
863,2009-01-01,3488.4,17
863,2009-02-01,3488.4,17
864,2007-05-01,2340,5
864,2007-06-01,5709.6,13
864,2007-07-01,5709.6,13
864,2007-08-01,5709.6,13
864,2007-09-01,5709.6,13
864,2007-10-01,6973.2,16
864,2007-11-01,6973.2,16
864,2007-12-01,6973.2,16
864,2008-01-01,6973.2,16
864,2008-02-01,6973.2,16
864,2008-03-01,6973.2,16
864,2008-04-01,6973.2,16
864,2008-05-01,6720,16
864,2008-06-01,6720,16
864,2008-07-01,6720,16
864,2008-08-01,6720,16
864,2008-09-01,6720,16
864,2008-10-01,6720,16
864,2008-11-01,6720,16
864,2008-12-01,6720,16
864,2009-01-01,6720,16
864,2009-02-01,19582.5,51
864,2009-03-01,19582.5,51
864,2009-04-01,19582.5,51
864,2009-05-01,19582.5,51
864,2009-06-01,10920,21
864,2009-07-01,10920,21
864,2009-08-01,10920,21
864,2009-09-01,10920,21
864,2009-10-01,13188,27
864,2009-11-01,13188,27
864,2009-12-01,13188,27
864,2010-01-01,13188,27
864,2010-02-01,13188,27
864,2010-03-01,13188,27
864,2010-04-01,13188,27
864,2010-05-01,12096,27
864,2010-06-01,12096,27
864,2010-07-01,12096,27
864,2010-08-01,12096,27
864,2010-09-01,12096,27
864,2010-10-01,12096,27
864,2010-11-01,12096,27
864,2010-12-01,12096,27
864,2011-01-01,12096,27
864,2011-02-01,12096,27
864,2011-03-01,12096,27
864,2011-04-01,12096,27
872,2007-05-01,324,1
872,2007-06-01,324,1
872,2007-07-01,324,1
872,2007-08-01,324,1
872,2007-09-01,324,1
872,2007-10-01,324,1
873,2007-05-01,3369.6,8
873,2007-06-01,3369.6,8
873,2007-07-01,3369.6,8
873,2007-08-01,3369.6,8
873,2007-09-01,3369.6,8
873,2007-10-01,3369.6,8
873,2007-11-01,3369.6,8
873,2007-12-01,3369.6,8
873,2008-01-01,3369.6,8
873,2008-02-01,3369.6,8
873,2008-03-01,3369.6,8
873,2008-04-01,3369.6,8
873,2008-05-01,3369.6,8
873,2008-06-01,3369.6,8
873,2008-07-01,3369.6,8
873,2008-08-01,3369.6,8
873,2008-09-01,3369.6,8
873,2008-10-01,3369.6,8
873,2008-11-01,3369.6,8
873,2008-12-01,3369.6,8
873,2009-01-01,3369.6,8
873,2009-02-01,3369.6,8
873,2009-03-01,3369.6,8
873,2009-04-01,3369.6,8
877,2007-05-01,4914,7
877,2007-06-01,4914,7
877,2007-07-01,4914,7
877,2007-08-01,4914,7
877,2007-09-01,4914,7
877,2007-10-01,4914,7
877,2007-11-01,4914,7
877,2007-12-01,4914,7
877,2008-01-01,4914,7
877,2008-02-01,4914,7
877,2008-03-01,4914,7
887,2007-05-01,540,1
887,2007-06-01,540,1
887,2007-07-01,540,1
887,2007-08-01,540,1
887,2007-09-01,540,1
887,2007-10-01,540,1
887,2007-11-01,540,1
892,2007-05-01,8067.5999999999995,12
892,2007-06-01,8067.5999999999995,12
892,2007-07-01,8067.5999999999995,12
892,2007-08-01,8067.5999999999995,12
892,2007-09-01,8067.5999999999995,12
892,2007-10-01,8067.5999999999995,12
892,2007-11-01,8067.5999999999995,12
892,2007-12-01,8067.5999999999995,12
892,2008-01-01,10443.6,16
892,2008-02-01,10443.6,16
892,2008-03-01,10443.6,16
892,2008-04-01,10443.6,16
892,2008-05-01,8640,16
892,2008-06-01,8640,16
892,2008-07-01,8640,16
892,2008-08-01,8640,16
892,2008-09-01,8640,16
892,2008-10-01,8640,16
892,2008-11-01,13014,25
892,2008-12-01,13014,25
892,2009-01-01,13014,25
892,2009-02-01,13014,25
892,2009-03-01,13014,25
892,2009-04-01,13014,25
892,2009-05-01,12150,25
892,2009-06-01,12150,25
892,2009-07-01,12150,25
892,2009-08-01,12150,25
892,2009-09-01,12150,25
892,2009-10-01,13122,27
892,2009-11-01,13122,27
892,2009-12-01,13122,27
892,2010-01-01,13122,27
892,2010-02-01,13122,27
892,2010-03-01,13122,27
892,2010-04-01,13122,27
892,2010-05-01,13122,27
892,2010-06-01,13122,27
892,2010-07-01,13122,27
892,2010-08-01,13122,27
892,2010-09-01,13122,27
892,2010-10-01,13122,27
892,2010-11-01,13122,27
892,2010-12-01,13122,27
892,2011-01-01,13122,27
892,2011-02-01,13122,27
892,2011-03-01,13122,27
892,2011-04-01,13122,27
892,2011-05-01,13122,27
892,2011-06-01,13122,27
892,2011-07-01,13122,27
892,2011-08-01,13122,27
892,2011-09-01,13122,27
892,2011-10-01,13122,27
892,2011-11-01,13122,27
892,2011-12-01,13122,27
892,2012-01-01,13122,27
892,2012-02-01,13122,27
892,2012-03-01,13122,27
892,2012-04-01,13122,27
892,2012-05-01,1080,2
892,2012-06-01,1080,2
892,2012-07-01,1080,2
892,2012-08-01,1080,2
892,2012-09-01,1080,2
892,2012-10-01,1080,2
892,2012-11-01,1080,2
892,2012-12-01,1080,2
892,2013-01-01,1080,2
892,2013-02-01,1080,2
892,2013-03-01,1080,2
892,2013-04-01,1080,2
892,2013-05-01,1080,2
892,2013-06-01,1080,2
892,2013-07-01,1080,2
892,2013-08-01,1080,2
892,2013-09-01,1080,2
892,2013-10-01,1080,2
892,2013-11-01,1080,2
892,2013-12-01,1080,2
892,2014-01-01,1080,2
892,2014-02-01,1080,2
892,2014-03-01,1080,2
892,2014-04-01,1080,2
892,2014-05-01,540,1
892,2014-06-01,540,1
892,2014-07-01,540,1
892,2014-08-01,540,1
892,2014-09-01,540,1
892,2014-10-01,540,1
892,2014-11-01,540,1
892,2014-12-01,540,1
892,2015-01-01,540,1
892,2015-02-01,540,1
892,2015-03-01,540,1
892,2015-04-01,540,1
897,2007-05-01,28080,40
897,2007-06-01,31590,45
897,2007-07-01,31590,45
897,2007-08-01,31590,45
897,2007-09-01,31590,45
897,2007-10-01,31590,45
897,2007-11-01,31590,45
897,2007-12-01,31590,45
897,2008-01-01,31590,45
897,2008-02-01,31590,45
897,2008-03-01,31590,45
897,2008-04-01,31590,45
897,2008-05-01,31590,45
902,2007-05-01,30888,80
902,2007-06-01,30888,80
902,2007-07-01,30888,80
902,2007-08-01,30888,80
902,2007-09-01,30888,80
902,2007-10-01,30888,80
902,2007-11-01,30888,80
902,2007-12-01,30888,80
902,2008-01-01,30888,80
902,2008-02-01,30888,80
902,2008-03-01,32673,85
902,2008-04-01,32673,85
902,2008-05-01,30345,85
902,2008-06-01,30345,85
902,2008-07-01,30345,85
902,2008-08-01,30345,85
902,2008-09-01,30345,85
902,2008-10-01,40425,115
902,2008-11-01,40425,115
902,2008-12-01,43785,125
902,2009-01-01,43785,125
902,2009-02-01,43785,125
902,2009-03-01,43785,125
902,2009-04-01,43785,125
902,2009-05-01,45360,135
902,2009-06-01,45360,135
902,2009-07-01,45360,135
902,2009-08-01,45360,135
902,2009-09-01,45360,135
902,2009-10-01,45360,135
902,2009-11-01,45360,135
902,2009-12-01,45360,135
902,2010-01-01,45360,135
902,2010-02-01,45360,135
902,2010-03-01,45360,135
902,2010-04-01,45360,135
902,2010-05-01,20580,56
902,2010-06-01,20580,56
902,2010-07-01,20580,56
902,2010-08-01,20580,56
902,2010-09-01,20580,56
902,2010-10-01,20580,56
902,2010-11-01,20580,56
902,2010-12-01,20580,56
902,2011-01-01,20580,56
902,2011-02-01,20580,56
902,2011-03-01,20580,56
902,2011-04-01,20580,56
902,2011-05-01,20580,56
902,2011-06-01,1260,3
902,2011-07-01,1260,3
902,2011-08-01,1260,3
902,2011-09-01,1260,3
902,2011-10-01,1260,3
902,2011-11-01,1260,3
902,2011-12-01,1260,3
902,2012-01-01,1260,3
902,2012-02-01,1260,3
902,2012-03-01,1260,3
902,2012-04-01,1260,3
902,2012-05-01,840,2
902,2012-06-01,840,2
902,2012-07-01,840,2
902,2012-08-01,840,2
902,2012-09-01,840,2
902,2012-10-01,840,2
902,2012-11-01,840,2
902,2012-12-01,840,2
902,2013-01-01,840,2
902,2013-02-01,840,2
902,2013-03-01,840,2
902,2013-04-01,840,2
902,2013-05-01,420,1
902,2013-06-01,420,1
902,2013-07-01,420,1
902,2013-08-01,420,1
902,2013-09-01,420,1
902,2013-10-01,420,1
902,2013-11-01,420,1
902,2013-12-01,420,1
902,2014-01-01,420,1
902,2014-02-01,420,1
902,2014-03-01,420,1
902,2014-04-01,420,1
903,2007-05-01,10530,25
903,2007-06-01,10530,25
903,2007-07-01,10530,25
903,2007-08-01,53001.07,135
903,2007-09-01,53001.07,135
903,2007-10-01,53001.07,135
903,2007-11-01,53001.07,135
903,2007-12-01,71721.07,185
903,2008-01-01,71721.07,185
903,2008-02-01,75417.07,196
903,2008-03-01,75417.07,196
903,2008-04-01,69006,212
903,2008-05-01,69006,212
903,2008-06-01,69006,212
903,2008-07-01,69006,212
903,2008-08-01,69006,212
903,2008-09-01,69006,212
903,2008-10-01,69006,212
903,2008-11-01,69006,212
903,2008-12-01,69006,212
903,2009-01-01,69006,212
903,2009-02-01,69006,212
903,2009-03-01,69006,212
903,2009-04-01,69006,212
903,2009-05-01,65100,200
903,2009-06-01,65100,200
903,2009-07-01,65100,200
903,2009-08-01,65100,200
903,2009-09-01,65100,200
903,2009-10-01,65100,200
903,2009-11-01,65100,200
903,2009-12-01,65100,200
903,2010-01-01,65100,200
903,2010-02-01,65100,200
903,2010-03-01,65100,200
903,2010-04-01,65100,200
903,2010-05-01,840,2
903,2010-06-01,840,2
903,2010-07-01,840,2
903,2010-08-01,840,2
903,2010-09-01,840,2
903,2010-10-01,840,2
903,2010-11-01,840,2
903,2010-12-01,840,2
903,2011-01-01,840,2
903,2011-02-01,840,2
903,2011-03-01,840,2
903,2011-04-01,840,2
904,2007-05-01,9900,15
904,2007-06-01,9900,15
904,2007-07-01,9900,15
904,2007-08-01,9900,15
904,2007-09-01,9900,15
904,2007-10-01,9900,15
904,2007-11-01,9900,15
904,2007-12-01,9900,15
904,2008-01-01,9900,15
904,2008-02-01,9900,15
904,2008-03-01,13680,25
904,2008-04-01,13680,25
904,2008-05-01,9450,25
904,2008-06-01,9450,25
904,2008-07-01,9450,25
904,2008-08-01,9450,25
904,2008-09-01,9450,25
904,2008-10-01,9450,25
904,2008-11-01,9450,25
904,2008-12-01,9450,25
904,2009-01-01,9450,25
904,2009-02-01,9450,25
904,2009-03-01,9450,25
904,2009-04-01,9450,25
907,2007-06-01,4680,10
907,2007-07-01,4680,10
907,2007-08-01,4680,10
907,2007-09-01,4680,10
907,2007-10-01,4680,10
907,2007-11-01,4680,10
907,2007-12-01,4680,10
907,2008-01-01,4680,10
907,2008-02-01,4680,10
907,2008-03-01,4680,10
907,2008-04-01,4680,10
907,2008-05-01,4680,10
907,2008-06-01,4680,10
912,2007-06-01,410.4,2
912,2007-07-01,410.4,2
912,2007-08-01,410.4,2
912,2007-09-01,410.4,2
912,2007-10-01,410.4,2
912,2007-11-01,410.4,2
912,2007-12-01,1215,5
912,2008-01-01,1215,5
912,2008-02-01,1215,5
912,2008-03-01,1215,5
912,2008-04-01,1215,5
912,2008-05-01,1215,5
912,2008-06-01,1215,5
922,2007-06-01,5616,12
922,2007-07-01,5616,12
922,2007-08-01,5616,12
922,2007-09-01,5616,12
922,2007-10-01,5616,12
922,2007-11-01,5616,12
922,2007-12-01,5616,12
922,2008-01-01,5616,12
922,2008-02-01,5616,12
922,2008-03-01,5616,12
922,2008-04-01,5616,12
922,2008-05-01,5616,12
923,2007-06-01,2781.6,13
923,2007-07-01,2781.6,13
923,2007-08-01,2781.6,13
923,2007-09-01,2781.6,13
923,2007-10-01,2781.6,13
923,2007-11-01,2781.6,13
923,2007-12-01,2781.6,13
923,2008-01-01,2781.6,13
923,2008-02-01,2781.6,13
923,2008-03-01,2781.6,13
923,2008-04-01,2781.6,13
923,2008-05-01,2781.6,13
923,2008-06-01,2667.6,13
923,2008-07-01,2667.6,13
923,2008-08-01,2667.6,13
923,2008-09-01,2667.6,13
923,2008-10-01,2667.6,13
923,2008-11-01,2667.6,13
923,2008-12-01,5460,13
923,2009-01-01,5460,13
923,2009-02-01,5460,13
923,2009-03-01,5460,13
923,2009-04-01,5460,13
923,2009-05-01,5460,13
923,2009-06-01,3360,8
923,2009-07-01,3360,8
923,2009-08-01,3360,8
923,2009-09-01,3360,8
923,2009-10-01,3360,8
923,2009-11-01,3360,8
923,2009-12-01,3360,8
923,2010-01-01,3360,8
923,2010-02-01,3360,8
923,2010-03-01,3360,8
923,2010-04-01,3360,8
923,2010-05-01,3360,8
923,2010-06-01,3360,8
923,2010-07-01,3360,8
923,2010-08-01,3360,8
923,2010-09-01,3360,8
923,2010-10-01,3360,8
923,2010-11-01,3360,8
923,2010-12-01,3360,8
923,2011-01-01,3360,8
923,2011-02-01,3360,8
923,2011-03-01,3360,8
923,2011-04-01,3360,8
923,2011-05-01,3360,8
928,2007-06-01,10530,15
928,2007-07-01,16146,23
928,2007-08-01,16146,23
928,2007-09-01,18252,26
928,2007-10-01,18252,26
928,2007-11-01,21664.510000000002,31
928,2007-12-01,22347.010000000002,32
928,2008-01-01,23712.010000000002,34
928,2008-02-01,23712.010000000002,34
928,2008-03-01,23712.010000000002,34
928,2008-04-01,23712.010000000002,34
928,2008-05-01,23712.010000000002,34
928,2008-06-01,8100,15
928,2008-07-01,8100,15
928,2008-08-01,8100,15
928,2008-09-01,8100,15
928,2008-10-01,8100,15
928,2008-11-01,8100,15
928,2008-12-01,8100,15
928,2009-01-01,8100,15
928,2009-02-01,8100,15
928,2009-03-01,8100,15
928,2009-04-01,8100,15
928,2009-05-01,8100,15
928,2009-06-01,5265,10
928,2009-07-01,5265,10
928,2009-08-01,5265,10
928,2009-09-01,5265,10
928,2009-10-01,5265,10
928,2009-11-01,5265,10
928,2009-12-01,5265,10
928,2010-01-01,5265,10
928,2010-02-01,5265,10
928,2010-03-01,5265,10
928,2010-04-01,5265,10
928,2010-05-01,5265,10
928,2010-06-01,5265,10
928,2010-07-01,526.5,1
928,2010-08-01,526.5,1
928,2010-09-01,526.5,1
928,2010-10-01,526.5,1
928,2010-11-01,526.5,1
928,2010-12-01,526.5,1
928,2011-01-01,526.5,1
928,2011-02-01,526.5,1
928,2011-03-01,526.5,1
928,2011-04-01,526.5,1
928,2011-05-01,526.5,1
928,2011-06-01,526.5,1
932,2007-06-01,1620,5
932,2007-07-01,1620,5
932,2007-08-01,1620,5
932,2007-09-01,1620,5
932,2007-10-01,1620,5
932,2007-11-01,1620,5
932,2007-12-01,1620,5
932,2008-01-01,1620,5
932,2008-02-01,1620,5
932,2008-03-01,1620,5
932,2008-04-01,1620,5
932,2008-05-01,1620,5
932,2008-06-01,1620,5
932,2008-07-01,1620,5
932,2008-08-01,1620,5
932,2008-09-01,1620,5
932,2008-10-01,1620,5
932,2008-11-01,1620,5
932,2008-12-01,1620,5
932,2009-01-01,1620,5
932,2009-02-01,1620,5
932,2009-03-01,1620,5
932,2009-04-01,1620,5
933,2007-06-01,684,3
933,2007-07-01,684,3
933,2007-08-01,684,3
933,2007-09-01,684,3
933,2007-10-01,684,3
933,2007-11-01,684,3
933,2007-12-01,684,3
933,2008-01-01,684,3
933,2008-02-01,684,3
933,2008-03-01,684,3
933,2008-04-01,684,3
933,2008-05-01,684,3
933,2008-06-01,684,3
933,2008-07-01,684,3
933,2008-08-01,684,3
933,2008-09-01,684,3
933,2008-10-01,684,3
933,2008-11-01,684,3
933,2008-12-01,684,3
933,2009-01-01,684,3
933,2009-02-01,684,3
933,2009-03-01,684,3
933,2009-04-01,684,3
933,2009-05-01,684,3
937,2007-06-01,3704.4,7
937,2007-07-01,11934,17
937,2007-08-01,13338,19
937,2007-09-01,13338,19
937,2007-10-01,13338,19
937,2007-11-01,13338,19
937,2007-12-01,13338,19
937,2008-01-01,13338,19
937,2008-02-01,13338,19
937,2008-03-01,13338,19
937,2008-04-01,13338,19
937,2008-05-01,13338,19
937,2008-06-01,13338,19
937,2008-07-01,13338,19
938,2007-06-01,34749,90
938,2007-07-01,43659,90
938,2007-08-01,43659,90
938,2007-09-01,43659,90
938,2007-10-01,43659,90
938,2007-11-01,43659,90
938,2007-12-01,43659,90
938,2008-01-01,43659,90
938,2008-02-01,45391.5,95
938,2008-03-01,45391.5,95
938,2008-04-01,45391.5,95
938,2008-05-01,45391.5,95
938,2008-06-01,32917.5,95
938,2008-07-01,32917.5,95
938,2008-08-01,32917.5,95
938,2008-09-01,32917.5,95
938,2008-10-01,32917.5,95
938,2008-11-01,32917.5,95
938,2008-12-01,32917.5,95
938,2009-01-01,32917.5,95
938,2009-02-01,32917.5,95
938,2009-03-01,32917.5,95
938,2009-04-01,32917.5,95
938,2009-05-01,32917.5,95
938,2009-06-01,32917.5,95
938,2009-07-01,32917.5,95
938,2009-08-01,23205,65
938,2009-09-01,23205,65
938,2009-10-01,23205,65
938,2009-11-01,23205,65
938,2009-12-01,23205,65
938,2010-01-01,23205,65
938,2010-02-01,23205,65
938,2010-03-01,23205,65
938,2010-04-01,23205,65
938,2010-05-01,23205,65
938,2010-06-01,23205,65
938,2010-07-01,23205,65
938,2010-08-01,23205,65
938,2010-09-01,23205,65
938,2010-10-01,23205,65
938,2010-11-01,23205,65
938,2010-12-01,23205,65
938,2011-01-01,23205,65
938,2011-02-01,23205,65
938,2011-03-01,23205,65
938,2011-04-01,23205,65
938,2011-05-01,23205,65
938,2011-06-01,19635,55
938,2011-07-01,19635,55
938,2011-08-01,19635,55
938,2011-09-01,19635,55
938,2011-10-01,19635,55
938,2011-11-01,19635,55
938,2011-12-01,19635,55
938,2012-01-01,19635,55
938,2012-02-01,19635,55
938,2012-03-01,19635,55
938,2012-04-01,19635,55
938,2012-05-01,19635,55
942,2007-06-01,2467.5,5
942,2007-07-01,2467.5,5
942,2007-08-01,2467.5,5
947,2007-06-01,3888,8
947,2007-07-01,3888,8
947,2007-08-01,3888,8
947,2007-09-01,3888,8
947,2007-10-01,3888,8
947,2007-11-01,3888,8
947,2007-12-01,3888,8
947,2008-01-01,3888,8
947,2008-02-01,3888,8
947,2008-03-01,3888,8
947,2008-04-01,3888,8
947,2008-05-01,3888,8
947,2008-06-01,3888,8
947,2008-07-01,3888,8
947,2008-08-01,3888,8
947,2008-09-01,3888,8
947,2008-10-01,3888,8
947,2008-11-01,3888,8
947,2008-12-01,3888,8
947,2009-01-01,3888,8
947,2009-02-01,3888,8
