ca_account_id,order_seqid,fw_month,arr_odb,seats_odb
A097024,40266597,2017-11-01,2829,5
A097024,40266597,2017-12-01,2829,5
A097024,40266597,2018-01-01,2829,5
A097024,40266597,2018-02-01,2829,5
A097024,40266597,2018-03-01,2829,5
A097024,40266597,2018-04-01,2829,5
A097024,40266597,2018-05-01,2829,5
A097024,40266597,2018-06-01,2829,5
A097024,40266597,2018-07-01,2829,5
A097024,40266597,2018-08-01,2829,5
A097024,40266597,2018-09-01,2829,5
A097024,40266597,2018-10-01,2829,5
A097375,40247482,2016-10-01,7938,18
A097375,40247482,2016-11-01,7938,18
A097375,40247482,2016-12-01,7938,18
A097375,40247482,2017-01-01,7938,18
A097375,40247482,2017-02-01,7938,18
A097375,40247482,2017-03-01,7938,18
A097375,40247482,2017-04-01,7938,18
A097375,40247674,2016-10-01,141120,320
A097375,40247674,2016-11-01,141120,320
A097375,40247674,2016-12-01,141120,320
A097375,40247674,2017-01-01,141120,320
A097375,40247674,2017-02-01,141120,320
A097375,40247674,2017-03-01,141120,320
A097375,40247674,2017-04-01,141120,320
A097375,40247811,2016-10-01,3213,0
A097375,40247811,2016-11-01,3213,0
A097375,40247811,2016-12-01,3213,0
A097375,40247811,2017-01-01,3213,0
A097375,40247811,2017-02-01,3213,0
A097375,40247811,2017-03-01,3213,0
A097375,40247811,2017-04-01,3213,0
A097375,40247992,2016-10-01,1530,2
A097375,40247992,2016-11-01,1530,2
A097375,40247992,2016-12-01,1530,2
A097375,40247992,2017-01-01,1530,2
A097375,40247992,2017-02-01,1530,2
A097375,40247992,2017-03-01,1530,2
A097375,40247992,2017-04-01,1530,2
A097375,40248040,2016-10-01,1764,4
A097375,40248040,2016-11-01,1764,4
A097375,40248040,2016-12-01,1764,4
A097375,40248040,2017-01-01,1764,4
A097375,40248040,2017-02-01,1764,4
A097375,40248040,2017-03-01,1764,4
A097375,40248040,2017-04-01,1764,4
A097375,40248074,2016-10-01,10143,23
A097375,40248074,2016-11-01,10143,23
A097375,40248074,2016-12-01,10143,23
A097375,40248074,2017-01-01,10143,23
A097375,40248074,2017-02-01,10143,23
A097375,40248074,2017-03-01,10143,23
A097375,40248074,2017-04-01,10143,23
A097375,40248243,2016-10-01,5733,13
A097375,40248243,2016-11-01,5733,13
A097375,40248243,2016-12-01,5733,13
A097375,40248243,2017-01-01,5733,13
A097375,40248243,2017-02-01,5733,13
A097375,40248243,2017-03-01,5733,13
A097375,40248243,2017-04-01,5733,13
A097375,40248332,2016-10-01,10269,22
A097375,40248332,2016-11-01,10269,22
A097375,40248332,2016-12-01,10269,22
A097375,40248332,2017-01-01,10269,22
A097375,40248332,2017-02-01,10269,22
A097375,40248332,2017-03-01,10269,22
A097375,40248332,2017-04-01,10269,22
A097375,40248859,2016-11-01,12088,27
A097375,40248859,2016-12-01,12088,27
A097375,40248859,2017-01-01,12088,27
A097375,40248859,2017-02-01,12088,27
A097375,40248859,2017-03-01,12088,27
A097375,40248859,2017-04-01,12088,27
A097375,40250316,2016-11-01,12436,28
A097375,40250316,2016-12-01,12436,28
A097375,40250316,2017-01-01,12436,28
A097375,40250316,2017-02-01,12436,28
A097375,40250316,2017-03-01,12436,28
A097375,40250316,2017-04-01,12436,28
A097375,40251470,2016-12-01,5174,457
A097375,40251470,2017-01-01,5174,457
A097375,40251470,2017-02-01,5174,457
A097375,40251470,2017-03-01,5174,457
A097375,40251470,2017-04-01,5174,457
A097375,40254812,2017-02-01,7248,15
A097375,40254812,2017-03-01,7248,15
A097375,40254812,2017-04-01,7248,15
A097375,40260551,2017-06-01,221995,480
A097375,40260551,2017-07-01,221995,480
A097375,40260551,2017-08-01,221995,480
A097375,40260551,2017-09-01,221995,480
A097375,40260551,2017-10-01,221995,480
A097375,40260551,2017-11-01,221995,480
A097375,40260551,2017-12-01,221995,480
A097375,40260551,2018-01-01,221995,480
A097375,40260551,2018-02-01,221995,480
A097375,40260551,2018-03-01,221995,480
A097375,40260551,2018-04-01,221995,480
A097375,40261783,2017-07-01,8273,19
A097375,40261783,2017-08-01,8273,19
A097375,40261783,2017-09-01,8273,19
A097375,40261783,2017-10-01,8273,19
A097375,40261783,2017-11-01,8273,19
A097375,40261783,2017-12-01,8273,19
A097375,40261783,2018-01-01,8273,19
A097375,40261783,2018-02-01,8273,19
A097375,40261783,2018-03-01,8273,19
A097375,40261783,2018-04-01,8273,19
A097375,40267455,2017-11-01,1612,0
A097375,40267455,2017-12-01,1612,0
A097375,40267455,2018-01-01,1612,0
A097375,40267455,2018-02-01,1612,0
A097375,40267455,2018-03-01,1612,0
A097375,40267455,2018-04-01,1612,0
A097375,40274301,2018-05-01,54429,65
A097375,40274301,2018-06-01,54429,65
A097375,40274301,2018-07-01,54429,65
A097375,40274301,2018-08-01,54429,65
A097375,40274301,2018-09-01,54429,65
A097375,40274301,2018-10-01,54429,65
A097375,40286406,2018-07-01,2720,0
A097375,40286406,2018-08-01,2720,0
A097375,40286406,2018-09-01,2720,0
A097375,40286406,2018-10-01,2720,0
A097496,40247625,2016-10-01,3528,6
A097496,40247625,2016-11-01,3528,6
A097496,40247625,2016-12-01,3528,6
A097496,40247625,2017-01-01,3528,6
A097496,40247625,2017-02-01,3528,6
A097496,40247756,2016-10-01,7644,13
A097496,40247756,2016-11-01,7644,13
A097496,40247756,2016-12-01,7644,13
A097496,40247756,2017-01-01,7644,13
A097496,40247756,2017-02-01,7644,13
A097514,40247539,2016-10-01,1176,2
A097514,40247539,2016-11-01,1176,2
A097514,40247539,2016-12-01,1176,2
A097514,40247539,2017-01-01,1176,2
A097514,40247539,2017-02-01,1176,2
A097514,40247539,2017-03-01,1176,2
A097514,40247539,2017-04-01,1176,2
A097514,40247539,2017-05-01,1176,2
A097514,40247539,2017-06-01,1176,2
A099012,40247242,2016-10-01,36309,65
A099012,40247242,2016-11-01,36309,65
A099012,40247242,2016-12-01,36309,65
A099012,40247242,2017-01-01,36309,65
A099169,40247448,2016-10-01,26082,69
A099169,40247448,2016-11-01,26082,69
A099169,40247448,2016-12-01,26082,69
A099169,40247448,2017-01-01,26082,69
A099169,40247448,2017-02-01,26082,69
A099169,40247448,2017-03-01,26082,69
A099169,40247448,2017-04-01,26082,69
A099169,40247448,2017-05-01,26082,69
A099169,40247448,2017-06-01,26082,69
A106688,40247192,2016-10-01,25872,44
A106688,40247192,2016-11-01,25872,44
A106688,40247754,2016-10-01,5586,10
A106688,40247754,2016-11-01,5586,10
A106688,40250684,2016-12-01,74968,134
A106688,40250684,2017-01-01,74968,134
A106688,40250684,2017-02-01,74968,134
A106688,40250684,2017-03-01,74968,134
A106688,40250684,2017-04-01,74968,134
A106688,40250684,2017-05-01,74968,134
A106688,40250684,2017-06-01,74968,134
A106688,40250684,2017-07-01,74968,134
A106688,40250684,2017-08-01,74968,134
A106688,40250684,2017-09-01,74968,134
A106688,40250684,2017-10-01,74968,134
A106688,40250684,2017-11-01,74968,134
A106688,40267287,2017-12-01,67140,120
A106688,40267287,2018-01-01,67140,120
A106688,40267287,2018-02-01,67140,120
A106688,40267287,2018-03-01,67140,120
A106688,40267287,2018-04-01,67140,120
A106688,40267287,2018-05-01,67140,120
A106688,40267287,2018-06-01,67140,120
A106688,40267287,2018-07-01,67140,120
A106688,40267287,2018-08-01,67140,120
A106688,40267287,2018-09-01,67140,120
A106688,40267287,2018-10-01,67140,120
A106688,40283383,2018-05-01,21971,35
A106688,40283383,2018-06-01,21971,35
A106688,40283383,2018-07-01,21971,35
A106688,40283383,2018-08-01,21971,35
A106688,40283383,2018-09-01,21971,35
A106688,40283383,2018-10-01,21971,35
A107604,40247250,2016-10-01,2500,25
A107604,40247250,2016-11-01,2500,25
A107604,40247250,2016-12-01,2500,25
A107604,40247250,2017-01-01,2500,25
A107604,40247250,2017-02-01,2500,25
A107604,40247250,2017-03-01,2500,25
A108764,40247161,2016-10-01,45540,120
A108764,40247161,2016-11-01,45540,120
A109040,40246456,2016-10-01,75600,0
A109040,40246456,2016-11-01,75600,0
A109040,40246456,2016-12-01,75600,0
A109040,40246456,2017-01-01,75600,0
A109040,40246456,2017-02-01,75600,0
A109040,40246456,2017-03-01,75600,0
A109040,40256061,2017-03-01,5169,0
A109040,40256061,2017-04-01,99543,0
A109040,40256061,2017-05-01,99543,0
A109040,40256061,2017-06-01,99543,0
A109696,40248129,2016-11-01,42336,80
A109696,40248129,2016-12-01,42336,80
A109696,40248129,2017-01-01,42336,80
A109696,40248129,2017-02-01,42336,80
A109696,40248129,2017-03-01,42336,80
A109696,40248129,2017-04-01,42336,80
A109696,40248129,2017-05-01,42336,80
A109696,40248129,2017-06-01,42336,80
A109696,40248129,2017-07-01,42336,80
A109696,40248129,2017-08-01,42336,80
A109696,40248129,2017-09-01,42336,80
A109696,40248129,2017-10-01,42336,80
A109696,40263404,2017-09-01,14605,25
A109696,40263404,2017-10-01,14605,25
A109696,40264374,2017-11-01,61510,105
A109696,40264374,2017-12-01,61510,105
A109696,40264374,2018-01-01,61510,105
A109696,40264374,2018-02-01,61510,105
A109696,40264374,2018-03-01,61510,105
A109696,40264374,2018-04-01,61510,105
A109696,40264374,2018-05-01,61510,105
A109696,40264374,2018-06-01,61510,105
A109696,40264374,2018-07-01,61510,105
A109696,40264374,2018-08-01,61510,105
A109696,40264374,2018-09-01,61510,105
A109696,40264374,2018-10-01,61510,105
A109696,40266511,2017-11-01,2929,5
A109696,40266511,2017-12-01,2929,5
A109696,40266511,2018-01-01,2929,5
A109696,40266511,2018-02-01,2929,5
A109696,40266511,2018-03-01,2929,5
A109696,40266511,2018-04-01,2929,5
A109696,40266511,2018-05-01,2929,5
A109696,40266511,2018-06-01,2929,5
A109696,40266511,2018-07-01,2929,5
A109696,40266511,2018-08-01,2929,5
A109696,40266511,2018-09-01,2929,5
A109696,40266511,2018-10-01,2929,5
A109696,40271073,2018-02-01,4699,8
A109696,40271073,2018-03-01,4699,8
A109696,40271073,2018-04-01,4699,8
A109696,40271073,2018-05-01,4699,8
A109696,40271073,2018-06-01,4699,8
A109696,40271073,2018-07-01,4699,8
A109696,40271073,2018-08-01,4699,8
A109696,40271073,2018-09-01,4699,8
A109696,40271073,2018-10-01,4699,8
A117516,40251349,2016-12-01,588,1
A117516,40251349,2017-01-01,588,1
A117516,40251349,2017-02-01,588,1
A117516,40251349,2017-03-01,588,1
A117516,40251349,2017-04-01,588,1
A117516,40251349,2017-05-01,588,1
A117516,40251349,2017-06-01,588,1
A117516,40251349,2017-07-01,588,1
A117516,40251349,2017-08-01,588,1
A117516,40251349,2017-09-01,588,1
A117516,40251349,2017-10-01,588,1
A117516,40251349,2017-11-01,588,1
A117724,40248209,2016-10-01,70560,150
A117724,40248209,2016-11-01,70560,150
A117724,40248209,2016-12-01,70560,150
A117724,40248209,2017-01-01,70560,150
A117724,40248209,2017-02-01,70560,150
A117724,40248209,2017-03-01,70560,150
A117724,40248209,2017-04-01,70560,150
A117724,40248209,2017-05-01,70560,150
A118463,40247570,2016-10-01,5880,10
A118463,40247570,2016-11-01,5880,10
A118463,40247570,2016-12-01,5880,10
A118463,40247570,2017-01-01,5880,10
A118463,40247570,2017-02-01,5880,10
A118463,40247570,2017-03-01,5880,10
A118463,40247570,2017-04-01,5880,10
A118463,40247570,2017-05-01,5880,10
A118463,40247570,2017-06-01,5880,10
A121434,40255463,2017-03-01,40854,120
A121434,40255463,2017-04-01,40854,120
A121434,40255463,2017-05-01,40854,120
A121434,40255463,2017-06-01,40854,120
A121434,40255463,2017-07-01,40854,120
A121434,40255463,2017-08-01,40854,120
A121434,40255463,2017-09-01,40854,120
A121434,40255463,2017-10-01,40854,120
A121434,40255463,2017-11-01,40854,120
A121434,40255463,2017-12-01,40854,120
A121434,40255463,2018-01-01,40854,120
A121434,40255463,2018-02-01,40854,120
A121434,40255463,2018-03-01,40854,120
A121434,40255463,2018-04-01,40854,120
A121434,40255463,2018-05-01,40854,120
A121434,40255463,2018-06-01,40854,120
A121434,40255463,2018-07-01,40854,120
A121434,40255463,2018-08-01,40854,120
A121434,40255463,2018-09-01,40854,120
A121434,40255463,2018-10-01,40854,120
A121434,40262738,2017-08-01,17001,50
A121434,40262738,2017-09-01,17001,50
A121434,40262738,2017-10-01,17001,50
A121434,40262738,2017-11-01,17001,50
A121434,40262738,2017-12-01,17001,50
A121434,40262738,2018-01-01,17001,50
A121434,40262738,2018-02-01,17001,50
A121434,40262738,2018-03-01,17001,50
A121434,40262738,2018-04-01,17001,50
A121434,40262738,2018-05-01,17001,50
A121434,40262738,2018-06-01,17001,50
A121434,40262738,2018-07-01,17001,50
A121434,40262738,2018-08-01,17001,50
A121434,40262738,2018-09-01,17001,50
A121434,40262738,2018-10-01,17001,50
A123412,40254460,2017-02-01,45158,80
A123412,40254460,2017-03-01,45158,80
A123412,40254460,2017-04-01,45158,80
A123412,40254460,2017-05-01,45158,80
A123412,40254460,2017-06-01,45158,80
A123412,40254460,2017-07-01,45158,80
A123412,40254460,2017-08-01,45158,80
A123412,40254460,2017-09-01,45158,80
A123412,40254460,2017-10-01,45158,80
A123412,40254460,2017-11-01,45158,80
A123412,40254460,2017-12-01,45158,80
A123412,40254460,2018-01-01,45158,80
A123412,40254460,2018-02-01,45158,80
A123412,40259520,2017-05-01,28178,50
A123412,40259520,2017-06-01,28178,50
A123412,40259520,2017-07-01,28178,50
A123412,40259520,2017-08-01,28178,50
A123412,40259520,2017-09-01,28178,50
A123412,40259520,2017-10-01,28178,50
A123412,40259520,2017-11-01,28178,50
A123412,40259520,2017-12-01,28178,50
A123412,40259520,2018-01-01,28178,50
A123412,40259520,2018-02-01,28178,50
A123412,40259520,2018-03-01,28178,50
A123412,40259520,2018-04-01,28178,50
A123412,40259520,2018-05-01,28178,50
A123412,40272299,2018-03-01,45085,80
A123412,40272299,2018-04-01,45085,80
A123412,40272299,2018-05-01,45085,80
A123412,40272299,2018-06-01,45085,80
A123412,40272299,2018-07-01,45085,80
A123412,40272299,2018-08-01,45085,80
A123412,40272299,2018-09-01,45085,80
A123412,40272299,2018-10-01,45085,80
A124967,40241427,2016-10-01,134946,300
A124967,40241427,2016-11-01,134946,300
A124967,40241427,2016-12-01,134946,300
A124967,40241427,2017-01-01,134946,300
A124967,40241427,2017-02-01,134946,300
A124967,40241427,2017-03-01,134946,300
A124967,40241427,2017-04-01,134946,300
A124967,40241427,2017-05-01,134946,300
A124967,40241427,2017-06-01,134946,300
A124967,40261488,2017-07-01,124161,300
A124967,40261488,2017-08-01,124161,300
A124967,40261488,2017-09-01,124161,300
A124967,40261488,2017-10-01,124161,300
A124967,40261488,2017-11-01,124161,300
A124967,40261488,2017-12-01,124161,300
A124967,40261488,2018-01-01,124161,300
A124967,40261488,2018-02-01,124161,300
A124967,40261488,2018-03-01,124161,300
A124967,40261488,2018-04-01,124161,300
A124967,40261488,2018-05-01,124161,300
A124967,40261488,2018-06-01,124161,300
A124967,40284958,2018-07-01,124167,300
A124967,40284958,2018-08-01,124167,300
A124967,40284958,2018-09-01,124167,300
A124967,40284958,2018-10-01,124167,300
A125575,40247010,2016-10-01,41895,75
A125575,40247010,2016-11-01,41895,75
A125575,40247010,2016-12-01,41895,75
A125575,40247668,2016-10-01,74970,150
A125575,40247668,2016-11-01,74970,150
A125575,40247668,2016-12-01,74970,150
A125575,40247946,2016-10-01,24990,50
A125575,40247946,2016-11-01,24990,50
A125575,40247946,2016-12-01,24990,50
A125575,40253009,2017-01-01,101075,200
A125575,40253009,2017-02-01,101075,200
A125575,40253009,2017-03-01,101075,200
A125575,40253009,2017-04-01,101075,200
A125575,40253009,2017-05-01,101075,200
A125575,40253009,2017-06-01,101075,200
A125575,40261482,2017-07-01,166862,400
A125575,40261482,2017-08-01,166862,400
A125575,40261482,2017-09-01,166862,400
A125575,40261482,2017-10-01,166862,400
A125575,40261482,2017-11-01,166862,400
A125575,40261482,2017-12-01,166862,400
A125575,40261482,2018-01-01,166862,400
A125575,40261482,2018-02-01,166862,400
A125575,40261482,2018-03-01,166862,400
A125575,40261482,2018-04-01,166862,400
A125575,40261482,2018-05-01,166862,400
A125575,40261482,2018-06-01,166862,400
A125575,40284734,2018-07-01,125155,300
A125575,40284734,2018-08-01,125155,300
A125575,40284734,2018-09-01,125155,300
A125575,40284734,2018-10-01,125155,300
A126649,40246372,2016-10-01,24931,53
A126649,40246372,2016-11-01,24931,53
A126649,40246372,2016-12-01,24931,53
A126649,40246372,2017-01-01,24931,53
A126649,40246372,2017-02-01,24931,53
A126649,40246372,2017-03-01,24931,53
A126649,40246372,2017-04-01,24931,53
A126649,40246372,2017-05-01,24931,53
A126649,40246372,2017-06-01,24931,53
A126649,40246372,2017-07-01,24931,53
A126649,40262518,2017-08-01,24931,53
A126649,40262518,2017-09-01,24931,53
A126649,40262518,2017-10-01,24931,53
A126649,40262518,2017-11-01,24931,53
A126649,40262518,2017-12-01,24931,53
A126649,40262518,2018-01-01,24931,53
A126649,40262518,2018-02-01,24931,53
A126649,40262518,2018-03-01,24931,53
A126649,40262518,2018-04-01,24931,53
A126649,40262518,2018-05-01,24931,53
A126649,40262518,2018-06-01,24931,53
A126649,40262518,2018-07-01,24931,53
A126649,40286431,2018-08-01,4116,7
A126649,40286431,2018-09-01,4116,7
A126649,40286431,2018-10-01,4116,7
A126733,40247262,2016-10-01,37044,70
A126733,40247262,2016-11-01,37044,70
A126733,40247262,2016-12-01,37044,70
A126733,40247262,2017-01-01,37044,70
A126733,40254113,2017-02-01,20588,35
A126733,40254113,2017-03-01,20588,35
A126733,40254113,2017-04-01,20588,35
A126733,40254113,2017-05-01,20588,35
A126733,40254113,2017-06-01,20588,35
A126733,40254113,2017-07-01,20588,35
A126733,40254113,2017-08-01,20588,35
A126733,40254113,2017-09-01,20588,35
A126733,40254113,2017-10-01,20588,35
A126733,40254113,2017-11-01,20588,35
A126733,40254113,2017-12-01,20588,35
A126733,40254113,2018-01-01,20588,35
A126733,40267288,2018-02-01,20877,35
A126733,40267288,2018-03-01,20877,35
A126733,40267288,2018-04-01,20877,35
A126733,40267288,2018-05-01,20877,35
A126733,40267288,2018-06-01,20877,35
A126733,40267288,2018-07-01,20877,35
A126733,40267288,2018-08-01,20877,35
A126733,40267288,2018-09-01,20877,35
A126733,40267288,2018-10-01,20877,35
A126735,40248081,2016-10-01,23760,40
A126735,40248081,2016-11-01,23760,40
A126735,40248081,2016-12-01,23760,40
A126735,40248081,2017-01-01,23760,40
A126735,40248081,2017-02-01,23760,40
A126735,40248081,2017-03-01,23760,40
A126735,40248081,2017-04-01,23760,40
A126735,40248081,2017-05-01,23760,40
A126735,40260163,2017-06-01,497,1
A126735,40260163,2017-07-01,497,1
A126735,40260163,2017-08-01,497,1
A126735,40260163,2017-09-01,497,1
A126735,40260163,2017-10-01,497,1
A126735,40260163,2017-11-01,497,1
A126735,40260163,2017-12-01,497,1
A126735,40260163,2018-01-01,497,1
A126735,40260163,2018-02-01,497,1
A126735,40260163,2018-03-01,497,1
A126735,40260163,2018-04-01,497,1
A126735,40260163,2018-05-01,497,1
A126735,40260163,2018-06-01,497,1
A126744,40247574,2016-10-01,2160,0
A126744,40247574,2016-11-01,2160,0
A126744,40247574,2016-12-01,2160,0
A126744,40247574,2017-01-01,2160,0
A126744,40247813,2016-10-01,540,0
A126744,40247813,2016-11-01,540,0
A126744,40247813,2016-12-01,540,0
A126744,40247813,2017-01-01,540,0
A126744,40248120,2016-10-01,540,0
A126744,40248120,2016-11-01,540,0
A126744,40248120,2016-12-01,540,0
A126744,40248120,2017-01-01,540,0
A126745,40247263,2016-10-01,4998,10
A126745,40247263,2016-11-01,4998,10
A126745,40247361,2016-10-01,4998,10
A126745,40247361,2016-11-01,4998,10
A126758,40247283,2016-10-01,2500,25
A126758,40247283,2016-11-01,2500,25
A126758,40247283,2016-12-01,2500,25
A126758,40256144,2017-03-01,2500,25
A126758,40256144,2017-04-01,2500,25
A126758,40256144,2017-05-01,2500,25
A126758,40256144,2017-06-01,2500,25
A126758,40256144,2017-07-01,2500,25
A126758,40256144,2017-08-01,2500,25
A126758,40256144,2017-09-01,2500,25
A126758,40256144,2017-10-01,2500,25
A126758,40256144,2017-11-01,2500,25
A126758,40256144,2017-12-01,2500,25
A126758,40265492,2018-01-01,2537,25
A126758,40265492,2018-02-01,2537,25
A126758,40265492,2018-03-01,2537,25
A126758,40265492,2018-04-01,2537,25
A126758,40265492,2018-05-01,2537,25
A126758,40265492,2018-06-01,2537,25
A126758,40265492,2018-07-01,2537,25
A126758,40265492,2018-08-01,2537,25
A126758,40265492,2018-09-01,2537,25
A126758,40265492,2018-10-01,2537,25
A126761,40247496,2016-10-01,9408,16
A126761,40247496,2016-11-01,9408,16
A126761,40247496,2016-12-01,9408,16
A126761,40247496,2017-01-01,9408,16
A126761,40247496,2017-02-01,9408,16
A126761,40247496,2017-03-01,9408,16
A126761,40247496,2017-04-01,9408,16
A126761,40259426,2017-05-01,9373,16
A126761,40259426,2017-06-01,9373,16
A126761,40259426,2017-07-01,9373,16
A126761,40259426,2017-08-01,9373,16
A126761,40259426,2017-09-01,9373,16
A126761,40259426,2017-10-01,9373,16
A126761,40259426,2017-11-01,9373,16
A126761,40259426,2017-12-01,9373,16
A126761,40259426,2018-01-01,9373,16
A126761,40259426,2018-02-01,9373,16
A126761,40259426,2018-03-01,9373,16
A126761,40259426,2018-04-01,9373,16
A126761,40283145,2018-05-01,9373,16
A126761,40283145,2018-06-01,9373,16
A126761,40283145,2018-07-01,9373,16
A126761,40283145,2018-08-01,9373,16
A126761,40283145,2018-09-01,9373,16
A126761,40283145,2018-10-01,9373,16
A126762,40247965,2016-10-01,10584,18
A126762,40247965,2016-11-01,10584,18
A126762,40247965,2016-12-01,10584,18
A126762,40247965,2017-01-01,10584,18
A126762,40247965,2017-02-01,10584,18
A126762,40247965,2017-03-01,10584,18
A126762,40247965,2017-04-01,10584,18
A126762,40247965,2017-05-01,10584,18
A126762,40247965,2017-06-01,10584,18
A126762,40247965,2017-07-01,10584,18
A126762,40247965,2017-08-01,10584,18
A126762,40247965,2017-09-01,10584,18
A126762,40263807,2017-10-01,1176,2
A126762,40263807,2017-11-01,1176,2
A126762,40263807,2017-12-01,1176,2
A126762,40263807,2018-01-01,1176,2
A126762,40263807,2018-02-01,1176,2
A126762,40263807,2018-03-01,1176,2
A126762,40263807,2018-04-01,1176,2
A126762,40263807,2018-05-01,1176,2
A126762,40263807,2018-06-01,1176,2
A126762,40263807,2018-07-01,1176,2
A126762,40263807,2018-08-01,1176,2
A126762,40263807,2018-09-01,1176,2
A126788,40247709,2016-10-01,864,3
A126788,40247709,2016-11-01,864,3
A126788,40247709,2016-12-01,864,3
A126788,40247709,2017-01-01,864,3
A126788,40247709,2017-02-01,864,3
A126788,40247709,2017-03-01,864,3
A126799,40246974,2016-10-01,4998,17
A126799,40246974,2016-11-01,4998,17
A126799,40246974,2016-12-01,4998,17
A126903,40248114,2016-10-01,5355,15
A126903,40248114,2016-11-01,5355,15
A126903,40248114,2016-12-01,5355,15
A126903,40248114,2017-01-01,5355,15
A126903,40248114,2017-02-01,5355,15
A126903,40248114,2017-03-01,5355,15
A126903,40248114,2017-04-01,5355,15
A126903,40248114,2017-05-01,5355,15
A126903,40262217,2017-07-01,3548,10
A126903,40262217,2017-08-01,3548,10
A126903,40262217,2017-09-01,3548,10
A126903,40262217,2017-10-01,3548,10
A126903,40262217,2017-11-01,3548,10
A126903,40262217,2017-12-01,3548,10
A126903,40262217,2018-01-01,3548,10
A126903,40262217,2018-02-01,3548,10
A126903,40262217,2018-03-01,3548,10
A126903,40262217,2018-04-01,3548,10
A126903,40262217,2018-05-01,3548,10
A126903,40284071,2018-06-01,2484,7
A126903,40284071,2018-07-01,2484,7
A126903,40284071,2018-08-01,2484,7
A126903,40284071,2018-09-01,2484,7
A126903,40284071,2018-10-01,2484,7
A126904,40247367,2016-10-01,8415,15
A126904,40247367,2016-11-01,8415,15
A126904,40247367,2016-12-01,8415,15
A126904,40247367,2017-01-01,8415,15
A126904,40247367,2017-02-01,8415,15
A126904,40247367,2017-03-01,8415,15
A126904,40247367,2017-04-01,8415,15
A126904,40247367,2017-05-01,8415,15
A126904,40248164,2016-10-01,5880,10
A126904,40248164,2016-11-01,5880,10
A126904,40248164,2016-12-01,5880,10
A126904,40248164,2017-01-01,5880,10
A126904,40248164,2017-02-01,5880,10
A126904,40248164,2017-03-01,5880,10
A126904,40248164,2017-04-01,5880,10
A126904,40248164,2017-05-01,5880,10
A126993,40246944,2016-10-01,17640,30
A126993,40246944,2016-11-01,17640,30
A126993,40246944,2016-12-01,17640,30
A126993,40253357,2017-01-01,17640,30
A126993,40253357,2017-02-01,17640,30
A126993,40253357,2017-03-01,17640,30
A126993,40253357,2017-04-01,17640,30
A126993,40253357,2017-05-01,17640,30
A126993,40253357,2017-06-01,17640,30
A126993,40253357,2017-07-01,17640,30
A126993,40253357,2017-08-01,17640,30
A126993,40253357,2017-09-01,17640,30
A126993,40253357,2017-10-01,17640,30
A126993,40253357,2017-11-01,17640,30
A126993,40253357,2017-12-01,17640,30
A126993,40268947,2018-01-01,13018,20
A126993,40268947,2018-02-01,13018,20
A126993,40268947,2018-03-01,13018,20
A126993,40268947,2018-04-01,13018,20
A126993,40268947,2018-05-01,13018,20
A126993,40268947,2018-06-01,13018,20
A126993,40268947,2018-07-01,13018,20
A126993,40268947,2018-08-01,13018,20
A126993,40268947,2018-09-01,13018,20
A126993,40268947,2018-10-01,13018,20
A127001,40247827,2016-10-01,2940,5
A127001,40247827,2016-11-01,2940,5
A127001,40247827,2016-12-01,2940,5
A127001,40247827,2017-01-01,2940,5
A127001,40247827,2017-02-01,2940,5
A127001,40259788,2017-03-01,3204,5
A127001,40259788,2017-04-01,3204,5
A127001,40259788,2017-05-01,3204,5
A127001,40259788,2017-06-01,3204,5
A127001,40259788,2017-07-01,3204,5
A127001,40259788,2017-08-01,3204,5
A127001,40259788,2017-09-01,3204,5
A127001,40259788,2017-10-01,3204,5
A127001,40259788,2017-11-01,3204,5
A127001,40259788,2017-12-01,3204,5
A127001,40259788,2018-01-01,3204,5
A127001,40259788,2018-02-01,3204,5
A127001,40268301,2018-03-01,3204,5
A127001,40268301,2018-04-01,3204,5
A127001,40268301,2018-05-01,3204,5
A127001,40268301,2018-06-01,3204,5
A127001,40268301,2018-07-01,3204,5
A127001,40268301,2018-08-01,3204,5
A127001,40268301,2018-09-01,3204,5
A127001,40268301,2018-10-01,3204,5
A127023,40248339,2016-10-01,10500,25
A127023,40248339,2016-11-01,10500,25
A127023,40248339,2016-12-01,10500,25
A127023,40248339,2017-01-01,10500,25
A127023,40248339,2017-02-01,10500,25
A127023,40248339,2017-03-01,10500,25
A127023,40248339,2017-04-01,10500,25
A127023,40248339,2017-05-01,10500,25
A127023,40248339,2017-06-01,10500,25
A127023,40248339,2017-07-01,10500,25
A127023,40248339,2017-08-01,10500,25
A127039,40247858,2016-10-01,1764,3
A127039,40247858,2016-11-01,1764,3
A127039,40247858,2016-12-01,1764,3
A127039,40247858,2017-01-01,1764,3
A127039,40247858,2017-02-01,1764,3
A127039,40247858,2017-03-01,1764,3
A127039,40247858,2017-04-01,1764,3
A127613,40250876,2016-12-01,4900,10
A127613,40250876,2017-01-01,4900,10
A127613,40250876,2017-02-01,4900,10
A127613,40250876,2017-03-01,4900,10
A127613,40250876,2017-04-01,4900,10
A127613,40250876,2017-05-01,4900,10
A127613,40250876,2017-06-01,4900,10
A127613,40250876,2017-07-01,4900,10
A127613,40250876,2017-08-01,4900,10
A127613,40250876,2017-09-01,4900,10
A127613,40250876,2017-10-01,4900,10
A127613,40250876,2017-11-01,4900,10
A127613,40250876,2017-12-01,4900,10
A131790,40247790,2016-10-01,141120,300
A131790,40247790,2016-11-01,141120,300
