odbid,fw_month,arr_odb,seats_odb
7000029,2013-01-01,417290.4,1100
7000029,2013-02-01,417290.4,1100
7000029,2013-03-01,416210.9,1145
7000029,2013-04-01,416210.9,1145
7000029,2013-05-01,448830.9,1220
7000029,2013-06-01,448830.9,1220
7000029,2013-07-01,447290.9,1206
7000029,2013-08-01,447290.9,1206
7000029,2013-09-01,368828.4,1006
7000029,2013-10-01,368828.4,1006
7000029,2013-11-01,368828.4,1006
7000029,2013-12-01,371190.9,1021
7000029,2014-01-01,372741.4,1028
7000029,2014-02-01,362747.4,948
7000029,2014-03-01,265744.4,833
7000029,2014-04-01,265744.4,833
7000029,2014-05-01,250751.11,803
7000029,2014-06-01,250605.28,803
7000029,2014-07-01,250605.28,803
7000029,2014-08-01,250605.28,678
7000029,2014-09-01,250605.28,803
7000029,2014-10-01,250605.28,803
7000029,2014-11-01,250605.28,803
7000029,2014-12-01,263505.28,828
7000029,2015-01-01,270891.68,823
7000029,2015-02-01,270891.68,823
7000029,2015-03-01,266356.6,671
7000029,2015-04-01,281760.2,707
7000029,2015-05-01,302340.2,757
7000029,2015-06-01,302340.2,757
7000029,2015-07-01,302340.2,757
7000029,2015-08-01,306456.2,767
7000029,2015-09-01,310572.2,777
7000029,2015-10-01,310572.2,777
7000029,2015-11-01,310572.2,777
7000029,2015-12-01,366517.2,877
7000029,2016-01-01,363224.4,869
7000029,2016-02-01,363224.4,869
7000029,2016-03-01,363224.4,869
7000029,2016-04-01,314140.4,754
7000029,2016-05-01,312536.23,754
7000029,2016-06-01,347068.4,834
7000029,2016-07-01,442870.4,1054
7000029,2016-08-01,442870.4,1054
7000029,2016-09-01,442870.4,1054
7000029,2016-10-01,442871,1054
7000029,2016-11-01,778316,1864
7000029,2016-12-01,778316,1864
7000029,2017-01-01,659360,1579
7000029,2017-02-01,666357,1596
7000029,2017-03-01,690011,1650
7000029,2017-04-01,702251,1690
7000029,2017-05-01,669631,1615
7000029,2017-06-01,763898,1845
7000029,2017-07-01,763898,1845
7000029,2017-08-01,764323,1845
7000029,2017-09-01,764323,1845
7000029,2017-10-01,874996,2145
7000029,2017-11-01,874996,2145
7000029,2017-12-01,874996,2145
7000029,2018-01-01,874996,2145
7000029,2018-02-01,874996,2145
7000029,2018-03-01,874996,2145
7000029,2018-04-01,874996,2145
7000029,2018-05-01,874996,2145
7000029,2018-06-01,871583,2140
7000029,2018-07-01,885191,2170
7000029,2018-08-01,896956,2210
7000029,2018-09-01,896956,2210
7000029,2018-10-01,897520,2210
7000032,2009-12-01,2756.23,30
7000032,2010-01-01,344218.12,1530
7000032,2010-02-01,348850.62,1570
7000032,2010-03-01,348850.62,1570
7000032,2010-04-01,348850.62,1570
7000032,2010-05-01,348850.62,1570
7000032,2010-06-01,348850.62,1570
7000032,2010-07-01,348850.62,1570
7000032,2010-08-01,348850.62,1570
7000032,2010-09-01,360726.12,1570
7000032,2010-10-01,360726.12,1570
7000032,2010-11-01,360726.12,1570
7000032,2010-12-01,360726.10000000003,1570
7000032,2011-01-01,432980.73,1773
7000032,2011-02-01,432980.73,1773
7000032,2011-03-01,432980.73,1773
7000032,2011-04-01,452456.55,1855
7000032,2011-05-01,461956.94999999995,1895
7000032,2011-06-01,461956.94999999995,1895
7000032,2011-07-01,831285,2500
7000032,2011-08-01,831285,2500
7000032,2011-09-01,831285,2500
7000032,2011-10-01,831285,2500
7000032,2011-11-01,831285,2500
7000032,2011-12-01,831285,2500
7000032,2012-01-01,62e4,2600
7000032,2012-02-01,62e4,2600
7000032,2012-03-01,62e4,2600
7000032,2012-04-01,62e4,2600
7000032,2012-05-01,62e4,2600
7000032,2012-06-01,62e4,2600
7000032,2012-07-01,621413.75,2630
7000032,2012-08-01,621413.75,2630
7000032,2012-09-01,621413.75,2630
7000032,2012-10-01,621413.75,2630
7000032,2012-11-01,621413.75,2630
7000032,2012-12-01,621413.75,2630
7000032,2013-01-01,666600,3030
7000032,2013-02-01,666600,3030
7000032,2013-03-01,666600,3030
7000032,2013-04-01,666600,3030
7000032,2013-05-01,666600,3030
7000032,2013-06-01,6600,30
7000032,2013-07-01,6600,30
7000032,2013-08-01,6600,30
7000032,2013-09-01,6600,30
7000032,2013-10-01,6600,30
7000032,2013-11-01,6600,30
7000032,2013-12-01,6600,30
7000032,2014-01-01,3439.8,30
7000032,2014-02-01,3439.8,30
7000032,2014-03-01,3439.8,30
7000032,2014-04-01,3439.8,30
7000032,2014-05-01,3439.8,30
7000032,2014-06-01,3439.8,30
7000032,2014-07-01,3439.8,30
7000032,2014-08-01,3439.8,30
7000032,2014-09-01,3439.8,30
7000032,2014-10-01,3439.8,30
7000032,2014-11-01,3439.8,30
7000032,2014-12-01,3439.8,30
7000032,2017-01-01,8314,32
7000032,2017-02-01,8314,32
7000032,2017-03-01,8314,32
7000032,2017-04-01,8314,32
7000032,2017-05-01,8314,32
7000032,2017-06-01,8314,32
7000032,2017-07-01,8314,32
7000032,2017-08-01,8314,32
7000032,2017-09-01,8314,32
7000032,2017-10-01,8314,32
7000032,2017-11-01,8314,32
7000032,2017-12-01,8314,32
7000032,2018-01-01,9787,50
7000032,2018-02-01,9787,50
7000032,2018-03-01,9787,50
7000032,2018-04-01,11551,60
7000032,2018-05-01,11551,60
7000032,2018-06-01,11551,60
7000032,2018-07-01,11551,60
7000032,2018-08-01,11551,60
7000032,2018-09-01,11551,60
7000032,2018-10-01,11551,60
7000040,2013-07-01,48147,95
7000040,2013-08-01,48147,95
7000040,2013-09-01,48147,95
7000040,2013-10-01,48147,95
7000040,2013-11-01,48147,95
7000040,2013-12-01,48147,95
7000040,2014-01-01,48147,95
7000040,2014-02-01,48147,95
7000040,2014-03-01,48147,95
7000040,2014-04-01,48147,95
7000040,2014-05-01,48147,95
7000040,2014-06-01,46256.38,95
7000040,2014-07-01,48147,95
7000040,2014-08-01,48147,95
7000040,2014-09-01,48147,95
7000040,2014-10-01,48147,95
7000040,2014-11-01,48147,95
7000040,2014-12-01,48147,95
7000040,2015-01-01,48147,95
7000040,2015-02-01,48147,95
7000040,2015-03-01,48147,95
7000040,2015-04-01,48147,95
7000040,2015-05-01,48147,95
7000040,2015-06-01,50572.5,100
7000040,2015-07-01,50572.5,100
7000040,2015-08-01,50572.5,100
7000040,2015-09-01,50572.5,100
7000040,2015-10-01,69006.3,138
7000040,2015-11-01,69006.3,138
7000040,2015-12-01,80770.8,158
7000040,2016-01-01,80770.8,158
7000040,2016-02-01,80770.8,158
7000040,2016-03-01,80770.8,158
7000040,2016-04-01,80770.8,158
7000040,2016-05-01,80770.8,158
7000040,2016-06-01,64277.4,124
7000040,2016-07-01,64277.4,124
7000040,2016-08-01,64277.4,124
7000040,2016-09-01,64277.4,124
7000040,2016-10-01,64278,124
7000040,2016-11-01,64278,124
7000040,2016-12-01,64278,124
7000040,2017-01-01,52513,104
7000040,2017-02-01,52513,104
7000040,2017-03-01,52513,104
7000040,2017-04-01,52513,104
7000040,2017-05-01,52513,104
7000040,2017-06-01,52513,104
7000049,2010-06-01,4593.72,50
7000049,2010-07-01,4593.72,50
7000049,2010-08-01,5512.4800000000005,60
7000049,2010-09-01,5512.4800000000005,60
7000049,2010-10-01,5512.4800000000005,60
7000049,2010-11-01,5512.4800000000005,60
7000049,2010-12-01,5512.4800000000005,60
7000049,2011-01-01,5512.4800000000005,60
7000049,2011-02-01,6431.24,70
7000049,2011-03-01,6431.24,70
7000049,2011-04-01,6431.24,70
7000049,2011-05-01,8023.75,80
7000049,2011-06-01,8023.75,80
7000049,2011-07-01,8023.75,80
7000049,2011-08-01,8023.75,80
7000049,2011-09-01,8023.75,80
7000049,2011-10-01,8023.75,80
7000049,2011-11-01,9086.25,90
7000049,2011-12-01,9086.25,90
7000049,2012-01-01,9086.25,90
7000049,2012-02-01,9086.25,90
7000049,2012-03-01,10336.25,100
7000049,2012-04-01,10336.25,100
7000049,2012-05-01,10336.25,100
7000049,2012-06-01,10336.25,100
7000049,2012-07-01,10336.25,100
7000049,2012-08-01,10336.25,100
7000049,2012-09-01,10336.25,100
7000049,2012-10-01,10336.25,100
7000049,2012-11-01,10336.25,100
7000049,2012-12-01,10336.25,100
7000049,2013-01-01,10336.25,100
7000049,2013-02-01,10336.25,100
7000049,2013-03-01,10336.25,100
7000049,2013-04-01,10336,100
7000049,2013-05-01,10336,100
7000049,2013-06-01,10336,100
7000049,2013-07-01,10336,100
7000049,2013-08-01,10336,100
7000049,2013-09-01,10336,100
7000049,2013-10-01,10336,100
7000049,2013-11-01,10336,100
7000049,2013-12-01,10336,100
7000049,2014-01-01,10336,100
7000049,2014-02-01,10336,100
7000049,2014-03-01,10336,100
7000049,2014-04-01,10336,100
7000049,2014-05-01,10336,100
7000049,2014-06-01,10336,100
7000049,2014-07-01,10336,100
7000049,2014-08-01,10336,100
7000049,2014-09-01,10336,100
7000049,2014-10-01,10336,100
7000049,2014-11-01,10336,100
7000049,2014-12-01,10336,100
7000049,2015-01-01,10336,100
7000049,2015-02-01,10336,100
7000049,2015-03-01,10336,100
7000049,2015-04-01,10336,100
7000049,2015-05-01,5512.51,60
7000049,2015-06-01,5512.51,60
7000049,2015-07-01,5512.51,60
7000049,2015-08-01,5512.51,60
7000049,2015-09-01,5512.51,60
7000049,2015-10-01,5512.51,60
7000049,2015-11-01,5512.51,60
7000049,2015-12-01,5512.51,60
7000049,2016-01-01,5512.51,60
7000049,2016-02-01,5512.51,60
7000049,2016-03-01,5512.51,60
7000049,2016-04-01,5512.51,60
7000049,2016-05-01,5512.51,60
7000049,2016-06-01,5512.51,60
7000049,2016-07-01,5512.51,60
7000049,2016-08-01,5512.51,60
7000049,2016-09-01,5512.51,60
7000049,2016-10-01,5513,60
7000049,2016-11-01,5513,60
7000049,2016-12-01,5513,60
7000049,2017-01-01,5513,60
7000049,2017-02-01,5513,60
7000049,2017-03-01,5513,60
7000049,2017-04-01,5513,60
7000049,2017-05-01,5513,60
7000051,2011-08-01,2425.5,5
7000051,2011-09-01,2425.5,5
7000051,2011-10-01,2425.5,5
7000051,2011-11-01,2425.5,5
7000051,2011-12-01,2425.5,5
7000051,2012-01-01,2425.5,5
7000051,2012-02-01,2425.5,5
7000051,2012-03-01,2425.5,5
7000051,2012-04-01,2425.5,5
7000051,2012-05-01,2425.5,5
7000051,2012-06-01,2425.5,5
7000051,2012-07-01,2425.5,5
7000051,2017-11-01,0,75
7000051,2017-12-01,416667,3075
7000051,2018-01-01,416667,3075
7000051,2018-02-01,416667,3075
7000051,2018-03-01,416667,3075
7000051,2018-04-01,416667,3000
7000051,2018-05-01,416667,3000
7000051,2018-06-01,416667,3000
7000051,2018-07-01,416667,3000
7000051,2018-08-01,416667,3000
7000051,2018-09-01,416667,3000
7000051,2018-10-01,416667,3000
7000058,2009-07-01,8910.05,100
7000058,2009-08-01,8910.05,100
7000058,2009-09-01,8910.05,100
7000058,2009-10-01,8910.05,100
7000058,2009-11-01,8910.05,100
7000058,2009-12-01,8910.05,100
7000058,2010-01-01,8910.05,100
7000058,2010-02-01,8910.05,100
7000058,2010-03-01,8910.05,100
7000058,2010-04-01,8910.05,100
7000058,2010-05-01,8910.05,100
7000058,2010-06-01,8910.05,100
7000058,2010-07-01,8910.05,100
7000058,2010-08-01,8910.05,100
7000058,2010-09-01,8910.05,100
7000058,2010-10-01,8910.05,100
7000058,2010-11-01,8910.05,100
7000058,2010-12-01,8910.05,100
7000058,2011-01-01,8910.05,100
7000058,2011-02-01,8910.05,100
7000058,2011-03-01,8910.05,100
7000058,2011-04-01,8910.05,100
7000058,2011-05-01,8910.05,100
7000058,2011-06-01,8910.05,100
7000058,2011-07-01,10580.669999999998,115
7000058,2011-08-01,10580.669999999998,115
7000058,2011-09-01,10580.669999999998,115
7000058,2011-10-01,10580.669999999998,115
7000058,2011-11-01,10580.669999999998,115
7000058,2011-12-01,10580.669999999998,115
7000058,2012-01-01,10580.669999999998,115
7000058,2012-02-01,10580.669999999998,115
7000058,2012-03-01,15332.669999999998,151
7000058,2012-04-01,15332.669999999998,151
7000058,2012-05-01,15332.669999999998,151
7000058,2012-06-01,15332.669999999998,151
7000058,2012-07-01,18220.13,151
7000058,2012-08-01,18220.13,151
7000058,2012-09-01,18220.13,151
7000058,2012-10-01,18220.13,151
7000058,2012-11-01,18220.13,151
7000058,2012-12-01,18220.13,151
7000058,2013-01-01,18220.13,151
7000058,2013-02-01,18220.13,151
7000058,2013-03-01,18220.13,151
7000058,2013-04-01,18220.13,151
7000058,2013-05-01,18220.13,151
7000058,2013-06-01,18220.29,151
7000058,2013-07-01,18220.29,151
7000058,2013-08-01,18220.29,151
7000058,2013-09-01,18220.29,151
7000058,2013-10-01,18220.29,151
7000058,2013-11-01,18220.29,151
7000058,2013-12-01,18220.29,151
7000058,2014-01-01,18220.29,151
7000058,2014-02-01,18220.29,151
7000058,2014-03-01,18220.29,151
7000058,2014-04-01,18220.29,151
7000058,2014-05-01,18220.29,151
7000058,2014-06-01,18220.29,151
7000061,2009-10-01,52500,350
7000061,2009-11-01,52500,350
7000061,2009-12-01,52500,350
7000061,2010-01-01,63750,450
7000061,2010-02-01,101812.5,800
7000061,2010-03-01,101812.5,800
7000061,2010-04-01,105618.72,850
7000061,2010-05-01,105618.72,850
7000061,2010-06-01,229098.72,1150
7000061,2010-07-01,229098.72,1150
7000061,2010-08-01,245688.72,1338
7000061,2010-09-01,245688.72,1338
7000061,2010-10-01,245688.72,1338
7000061,2010-11-01,254745.18,1688
7000061,2010-12-01,254745.18,1688
7000061,2011-01-01,295905.18,1788
7000061,2011-02-01,295905.18,1788
7000061,2011-03-01,295905.18,1788
7000061,2011-04-01,311652.58999999997,1938
7000061,2011-05-01,311652.58999999997,1938
7000061,2011-06-01,311652.58999999997,1938
7000061,2011-07-01,311652.58999999997,1938
7000061,2011-08-01,330027.58999999997,2188
7000061,2011-09-01,330027.58999999997,2188
7000061,2011-10-01,330027.58999999997,2188
7000061,2011-11-01,337027.58999999997,2188
7000061,2011-12-01,332522.74,2138
7000061,2012-01-01,344772.74,2238
7000061,2012-02-01,344772.74,2238
7000061,2012-03-01,344772.74,2238
7000061,2012-04-01,344211.49,2238
7000061,2012-05-01,344211.49,2238
7000061,2012-06-01,344211.49,2238
7000061,2012-07-01,374586.49,2538
7000061,2012-08-01,374586.49,2538
7000061,2012-09-01,374586.49,2538
7000061,2012-10-01,422680.24,2988
7000061,2012-11-01,418378.96,3003
7000061,2012-12-01,418378.96,3003
7000061,2013-01-01,418378.96,3003
7000061,2013-02-01,418378.96,3003
7000061,2013-03-01,418378.96,3003
7000061,2013-04-01,418378.96,3003
7000061,2013-05-01,418378.96,3003
7000061,2013-06-01,418378.96,3003
7000061,2013-07-01,463003.98,3078
7000061,2013-08-01,463003.98,3078
7000061,2013-09-01,463003.98,3246
7000061,2013-10-01,463003.98,3246
7000061,2013-11-01,364219.83999999997,3006
7000061,2013-12-01,143130.21,1268
7000061,2014-01-01,143130.21,1268
7000061,2014-02-01,136945.21,1218
7000061,2014-03-01,20378.96,168
7000061,2014-04-01,20378.96,168
7000061,2014-05-01,20378.96,168
7000061,2014-06-01,20378.96,168
7000061,2014-07-01,20378.96,168
7000061,2014-08-01,20378.96,168
7000061,2014-09-01,20378.96,168
7000061,2014-10-01,20378.96,168
7000061,2014-11-01,20378.96,168
7000061,2014-12-01,0,168
7000061,2015-01-01,0,168
7000061,2015-02-01,0,168
7000061,2015-03-01,0,168
7000061,2015-04-01,0,168
7000061,2015-05-01,0,168
7000061,2015-06-01,0,168
7000061,2015-07-01,0,168
7000061,2015-08-01,0,168
7000061,2015-09-01,0,168
7000061,2015-10-01,0,168
7000061,2015-11-01,0,168
7000061,2015-12-01,0,168
7000061,2016-01-01,0,168
7000061,2016-02-01,0,168
7000061,2016-03-01,0,168
7000061,2016-04-01,0,168
7000061,2016-05-01,0,168
7000061,2016-06-01,0,168
7000061,2016-07-01,0,168
7000061,2016-08-01,0,168
7000061,2016-09-01,0,168
7000063,2009-04-01,32550,100
7000063,2009-05-01,32550,100
7000063,2009-06-01,32550,100
7000063,2012-10-01,49040,100
7000063,2012-11-01,49040,100
7000063,2012-12-01,49040,100
7000063,2013-01-01,53744,110
7000063,2013-02-01,53744,110
7000063,2013-03-01,53744,110
7000063,2013-04-01,67551,135
7000063,2013-05-01,67551,135
7000063,2013-06-01,67551,135
7000063,2013-07-01,67551,135
7000063,2013-08-01,67551,135
7000063,2013-09-01,67551,135
7000063,2013-10-01,67551,135
7000063,2013-11-01,67551,135
7000063,2013-12-01,67551,135
7000063,2014-01-01,67551,135
7000063,2014-02-01,67551,135
7000063,2014-03-01,67551,135
7000063,2014-04-01,12121,20
7000063,2014-05-01,12121,20
7000063,2014-06-01,12121,20
7000063,2014-07-01,12121,20
7000063,2014-08-01,12121,20
7000063,2014-09-01,12121,20
7000063,2014-10-01,12121,20
7000063,2014-11-01,12121,20
7000063,2014-12-01,12121,20
7000063,2015-01-01,12121,20
7000063,2015-02-01,12121,20
7000063,2015-03-01,12121,20
7000064,2008-05-01,21e3,50
7000064,2008-06-01,21e3,50
7000064,2008-07-01,21e3,50
7000064,2008-08-01,21e3,50
7000064,2008-09-01,21e3,50
7000064,2008-10-01,21e3,50
7000064,2008-11-01,21e3,50
7000064,2008-12-01,21e3,50
7000064,2009-01-01,21e3,50
7000064,2009-02-01,21e3,50
7000064,2009-03-01,21e3,50
7000064,2009-04-01,21e3,50
7000067,2014-10-01,11908.8,30
7000067,2014-11-01,29772,75
7000067,2014-12-01,53586,135
7000067,2015-01-01,55277.1,135
7000067,2015-02-01,55277.1,135
7000067,2015-03-01,55277.1,135
7000067,2015-04-01,67185.9,165
7000067,2015-05-01,67185.9,165
7000067,2015-06-01,67185.9,165
7000067,2015-07-01,67185.9,165
7000067,2015-08-01,67185.9,165
7000067,2015-09-01,67185.9,165
7000067,2015-10-01,67185.9,165
7000067,2015-11-01,79094.7,195
7000067,2015-12-01,79094.7,195
7000067,2016-01-01,87034.15999999999,215
7000067,2016-02-01,87034.15999999999,215
7000067,2016-03-01,87034.15999999999,215
7000067,2016-04-01,87034.15999999999,215
7000067,2016-05-01,87034.15999999999,215
7000067,2016-06-01,87034.15999999999,215
7000067,2016-07-01,87034.15999999999,215
7000067,2016-08-01,87034.15999999999,215
7000067,2016-09-01,87034.15999999999,215
7000067,2016-10-01,87034,215
7000067,2016-11-01,87034,215
7000067,2016-12-01,87034,215
7000067,2017-01-01,87034,215
7000067,2017-03-01,23043,50
7000067,2017-04-01,23043,50
7000067,2017-05-01,23043,50
7000067,2017-06-01,23043,50
7000067,2017-07-01,23043,50
7000067,2017-08-01,23043,50
7000067,2017-09-01,23043,50
7000067,2017-10-01,23043,50
7000067,2017-11-01,23043,50
7000067,2017-12-01,23043,50
7000067,2018-01-01,23043,50
7000069,2008-09-01,23625,50
7000069,2008-10-01,23625,50
7000069,2008-11-01,23625,50
7000069,2008-12-01,23625,50
7000069,2009-01-01,23625,50
7000069,2009-02-01,23625,50
7000069,2009-03-01,23625,50
7000069,2009-04-01,23625,50
7000069,2009-05-01,23625,50
7000069,2009-06-01,23625,50
7000069,2009-07-01,23625,50
7000069,2009-08-01,23625,50
7000069,2009-09-01,23625,50
7000069,2009-10-01,23625,50
7000069,2009-11-01,23625,50
7000069,2009-12-01,23625,50
7000069,2010-01-01,23625,50
7000069,2010-02-01,23625,50
7000069,2010-03-01,23625,50
7000069,2010-04-01,23625,50
7000069,2010-05-01,23625,50
7000069,2010-06-01,23625,50
7000069,2010-07-01,23625,50
7000069,2010-08-01,23625,50
7000069,2010-09-01,23625,50
7000069,2010-10-01,23625,50
7000069,2010-11-01,23625,50
7000069,2010-12-01,23625,50
7000069,2011-01-01,23625,50
7000069,2011-02-01,23625,50
7000069,2011-03-01,23625,50
7000069,2011-04-01,23625,50
7000069,2011-05-01,23625,50
7000069,2011-06-01,23625,50
7000069,2011-07-01,23625,50
7000069,2011-08-01,23625,50
7000069,2011-09-01,23625,50
7000069,2011-10-01,23625,50
7000069,2011-11-01,23625,50
7000085,2009-12-01,2362.5,25
7000085,2010-01-01,2362.5,25
7000085,2010-02-01,2362.5,25
7000085,2010-03-01,6825,75
7000085,2010-04-01,6825,75
7000085,2010-05-01,6825,75
7000085,2010-06-01,6825,75
7000085,2010-07-01,6825,75
7000085,2010-08-01,6825,75
7000085,2010-09-01,6825,75
7000085,2010-10-01,6825,75
7000085,2010-11-01,6825,75
7000085,2010-12-01,7361,75
7000085,2011-01-01,7361,75
7000085,2011-02-01,7361,75
7000085,2011-03-01,7361,75
7000085,2011-04-01,7361,75
7000085,2011-05-01,7676,78
7000085,2011-06-01,7676,78
7000085,2011-07-01,7676,78
7000085,2011-08-01,7676,78
7000085,2011-09-01,7676,78
7000085,2011-10-01,7676,78
7000085,2011-11-01,7676,78
7000085,2011-12-01,7829,78
7000085,2012-01-01,10456.92,98
7000085,2012-02-01,10456.92,98
7000085,2012-03-01,10456.92,98
7000085,2012-04-01,14672.67,136
7000085,2012-05-01,14672.67,136
7000085,2012-06-01,14672.67,136
7000085,2012-07-01,15868.93,146
7000085,2012-08-01,15868.93,146
7000085,2012-09-01,15868.93,146
7000085,2012-10-01,15868.93,146
7000085,2012-11-01,15868.93,146
7000085,2012-12-01,16405.01,149
7000085,2013-01-01,16405.01,149
7000085,2013-02-01,16405.01,149
7000085,2013-03-01,17951.89,164
7000085,2013-04-01,17951.89,164
7000085,2013-05-01,17951.89,164
7000085,2013-06-01,17951.89,164
7000085,2013-07-01,17951.89,164
7000085,2013-08-01,17951.89,164
7000085,2013-09-01,17951.89,164
7000085,2013-10-01,17951.89,164
7000085,2013-11-01,17951.89,164
7000085,2013-12-01,12888.89,119
7000085,2014-01-01,24669.89,119
7000085,2014-02-01,24669.89,119
7000085,2014-03-01,24669.89,119
7000085,2014-04-01,24669.89,119
7000085,2014-05-01,24669.89,119
7000085,2014-06-01,31154.39,133
7000085,2014-07-01,36217.39,178
7000085,2014-08-01,57338.38,228
7000085,2014-09-01,57338.38,228
7000085,2014-10-01,59824.66,228
7000085,2014-11-01,58263.520000000004,228
7000085,2014-12-01,58263.520000000004,228
7000085,2015-01-01,70758.52,253
7000085,2015-02-01,108243.52,328
7000085,2015-03-01,138231.52,388
7000085,2015-04-01,138231.52,388
7000085,2015-05-01,150801.52,413
7000085,2015-06-01,150801.52,413
7000085,2015-07-01,200781.52,513
7000085,2015-08-01,213276.52,538
7000085,2015-09-01,225771.52,563
7000085,2015-10-01,225771.52,563
7000085,2015-11-01,225771.52,563
7000085,2015-12-01,255378.02,713
7000085,2016-01-01,255378.02,713
7000085,2016-02-01,255378.02,713
7000085,2016-03-01,255378.02,713
7000085,2016-04-01,255378.02,713
7000085,2016-05-01,252828.02,708
7000085,2016-06-01,252828.02,708
7000085,2016-07-01,252828.02,708
7000085,2016-08-01,252828.02,708
7000085,2016-09-01,252828.02,708
7000085,2016-10-01,252828,708
7000085,2016-11-01,290080,808
7000085,2016-12-01,290080,808
7000085,2017-01-01,401497,1008
7000085,2017-02-01,401497,1008
7000085,2017-03-01,401497,1008
7000085,2017-04-01,401497,1008
7000085,2017-05-01,401497,1008
7000085,2017-06-01,401497,1008
7000085,2017-07-01,401497,1008
7000085,2017-08-01,401497,1008
7000085,2017-09-01,401497,1008
7000085,2017-10-01,401497,1008
7000085,2017-11-01,401497,1008
7000085,2017-12-01,401497,1008
7000085,2018-01-01,341340,1008
7000085,2018-02-01,341340,1008
7000085,2018-03-01,341340,1008
7000085,2018-04-01,341340,1008
7000085,2018-05-01,341340,1008
7000085,2018-06-01,341340,1008
7000085,2018-07-01,341340,1008
7000085,2018-08-01,348969,1058
7000085,2018-09-01,348969,1058
7000085,2018-10-01,348969,1058
7000088,2010-09-01,18375,50
7000088,2010-10-01,18375,50
7000088,2010-11-01,18375,50
7000088,2010-12-01,18375,50
7000088,2011-01-01,18375,50
7000088,2011-02-01,18375,50
7000088,2011-03-01,18375,50
7000088,2011-04-01,18375,50
7000088,2011-05-01,18375,50
7000088,2011-06-01,18375,50
7000088,2011-07-01,18375,50
7000088,2011-08-01,20562.5,50
7000088,2011-09-01,20562.5,50
7000088,2011-10-01,20562.5,50
7000088,2011-11-01,20562.5,50
7000088,2011-12-01,20562.5,50
7000088,2012-01-01,20562.5,50
7000088,2012-02-01,20562.5,50
7000088,2012-03-01,20562.5,50
7000088,2012-04-01,20562.5,50
7000088,2012-05-01,20562.5,50
7000088,2012-06-01,20562.5,50
7000088,2012-07-01,20562.5,50
7000088,2012-08-01,27912.5,70
7000088,2012-09-01,27912.5,70
7000088,2012-10-01,27912.5,70
7000088,2012-11-01,27912.5,70
7000088,2012-12-01,27912.5,70
7000088,2013-01-01,27912.5,70
7000088,2013-02-01,27912.5,70
7000088,2013-03-01,27912.5,70
7000088,2013-04-01,27912.5,70
7000088,2013-05-01,27912.5,70
7000088,2013-06-01,27912.5,70
7000088,2013-07-01,27912.5,70
7000088,2013-08-01,27912.5,70
7000088,2013-09-01,27912.5,70
7000088,2013-10-01,27912.5,70
7000088,2013-11-01,27912.5,70
7000088,2013-12-01,27912.5,70
7000088,2014-01-01,27912.5,70
7000088,2014-02-01,27912.5,70
7000088,2014-03-01,27912.5,70
7000088,2014-04-01,27912.5,70
7000088,2014-05-01,27912.5,70
7000088,2014-06-01,27912.5,70
7000088,2014-07-01,27912.5,70
7000088,2014-08-01,24237.5,60
7000088,2014-09-01,24237.5,60
7000088,2014-10-01,24237.5,60
7000088,2014-11-01,24237.5,60
7000088,2014-12-01,24237.5,60
7000088,2015-01-01,24237.5,60
7000088,2015-02-01,24237.5,60
7000088,2015-03-01,24237.5,60
7000088,2015-04-01,24237.5,60
7000088,2015-05-01,24237.5,60
7000088,2015-06-01,24237.5,60
7000088,2015-07-01,24237.5,60
7000088,2015-08-01,24237.5,60
7000088,2015-09-01,24237.5,60
7000088,2015-10-01,24237.5,60
7000088,2015-11-01,24237.5,60
7000088,2015-12-01,24237.5,60
7000088,2016-01-01,24237.5,60
7000088,2016-02-01,24237.5,60
7000088,2016-03-01,27912.5,70
7000088,2016-04-01,27912.5,70
7000088,2016-05-01,27912.5,70
7000088,2016-06-01,27912.5,70
7000088,2016-07-01,27912.5,70
7000088,2016-08-01,27912.5,70
7000088,2016-09-01,27912.5,70
7000088,2016-10-01,27913,70
7000088,2016-11-01,27913,70
7000088,2016-12-01,27913,70
7000088,2017-01-01,27913,70
7000088,2017-02-01,27913,70
7000088,2017-03-01,27913,70
7000088,2017-04-01,27913,70
7000088,2017-05-01,27913,70
7000088,2017-06-01,32138,80
7000088,2017-07-01,32138,80
7000088,2017-08-01,32138,80
7000088,2017-09-01,36016,90
7000088,2017-10-01,31791,80
7000088,2017-11-01,31791,80
7000088,2017-12-01,31791,80
7000088,2018-01-01,31791,80
7000088,2018-02-01,31791,80
7000088,2018-03-01,31791,80
7000088,2018-04-01,31791,80
7000088,2018-05-01,31791,80
7000088,2018-06-01,31791,80
7000088,2018-07-01,31791,80
7000088,2018-08-01,31791,80
7000088,2018-09-01,31791,80
7000088,2018-10-01,31791,80
7000090,2010-10-01,6720,80
7000090,2010-11-01,6720,80
7000090,2010-12-01,6720,80
7000090,2011-01-01,10920,130
7000090,2011-02-01,10920,130
7000090,2011-03-01,10920,130
7000090,2011-04-01,10920,130
7000090,2011-05-01,10920,130
7000090,2011-06-01,10920,130
7000090,2011-07-01,10920,130
7000090,2011-08-01,10920,130
7000090,2011-09-01,11580,130
7000090,2011-10-01,11580,130
7000090,2011-11-01,11580,130
7000090,2011-12-01,12580,140
7000090,2012-01-01,12580,140
7000090,2012-02-01,12580,140
7000090,2012-03-01,12580,140
7000090,2012-04-01,12580,140
7000090,2012-05-01,13301.86,147
7000090,2012-06-01,13301.86,147
